CURVE,X,Y
370,0,0.1
307,0,0.13
284,0,0.15
145,0,0.1
1126,0,0.17
801,0,0.17
587,0,0.18
500,0,0.15
385,0,0.19
380,0,0.19
163,0,0.18
157,0,0.18
74,0,0.2
39,0,0.15
1502,0,0.21
462,0,0.21
438,0,0.23
356,0,0.23
347,0,0.23
146,0,0.2
55,0,0.25
1501,0,0.28
799,0,0.26
840,0,0.3
1576,0,0.3
1576,1,0.3
1576,299,89.7
461,0,0.28
221,0,0.3
346,0,0.3
346,1,0.3
346,299,89.7
181,0,0.3
181,1,0.3
181,299,89.7
155,0,0.3
155,1,0.3
155,299,89.7
1843,0,0.32
889,0,0.32
1125,0,0.34
884,0,0.32
800,0,0.34
734,0,0.39
867,0,0.39
283,0,0.5
283,1,0.5
283,299,149.5
251,0,0.5
251,1,0.5
251,299,149.5
202,0,0.39
131,0,0.3
1301,0,0.3
1301,1,0.3
1301,299,89.7
640,0,0.3
640,1,0.3
640,299,89.7
41,0,0.25
12,0,0.2
10,0,0.1
460,0,0.51
285,0,0.6
1395,0,0.61
1842,0,0.68
888,0,0.68
883,0,0.68
868,0,0.61
203,0,0.61
132,0,0.6
109,0,0.7
1632,0,0.7
1632,1,0.7
1632,299,209.3
207,0,0.7
207,1,0.7
207,299,209.3
108,0,0.7
108,1,0.7
108,299,209.3
40,0,0.6
357,0,0.77
641,0,0.77
348,0,0.77
86,0,0.7
1145,0,0.7
1145,1,0.7
1145,299,209.3
1008,0,0.7
1008,1,0.7
1008,299,209.3
606,0,0.81
386,0,0.81
1082,0,0.82
381,0,0.81
299,0,0.8
265,0,0.8
1531,0,0.85
1200,0,0.82
965,0,0.87
501,0,0.85
496,0,0.85
548,0,0.87
308,0,0.87
158,0,0.82
75,0,0.8
46,0,1
53,0,1
53,5,1
53,6,0
11,0,0.7
404,0,0.7
404,1,0.7
404,299,209.3
531,0,0.7
531,1,0.7
531,299,209.3
35,0,0.7
35,1,0.7
35,299,209.3
379,0,0.5
379,1,0.5
379,299,149.5
3,0,0.5
3,1,0.5
3,299,149.5
72,9,0
130,9,0
130,10,1
130,11,0
73,9,0
73,10,1
73,11,0
242,79,0
378,79,0
378,80,0.1
481,79,0
481,80,0.1
1536,79,0
1536,80,0.15
1484,79,0
1484,80,0.15
508,79,0
508,80,0.15
377,79,0
377,80,0.2
321,79,0
321,80,0.13
247,79,0
247,80,0.1
480,79,0
480,80,0.2
651,79,0
651,80,0.23
1492,79,0
1492,80,0.7
447,79,0
447,80,0.23
367,79,0
367,80,0.23
455,79,0
455,80,0.7
1537,79,0
1537,80,0.85
1485,79,0
1485,80,0.85
971,79,0
971,80,0.87
509,79,0
509,80,0.85
448,79,0
448,80,0.77
368,79,0
368,80,0.77
369,79,0
369,80,1
364,79,0
364,80,1
364,100,1
364,101,0
322,79,0
322,80,0.87
248,79,0
