Name,Title,Class,Source,Extensions
objective,Active target objective summary,ca.spatial.patchworks.ShortageReport,Target table,html;csv
shortage,Active target shortage summary,ca.spatial.patchworks.ShortageReport,Target table,html;csv
feature_QMD_managed_CWHvm_FDC_HW_H,Targets for feature.QMD.managed.CWHvm_FDC_HW_H,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_FDC_HW_L,Targets for feature.QMD.managed.CWHvm_FDC_HW_L,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_FDC_HW_M,Targets for feature.QMD.managed.CWHvm_FDC_HW_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_HW_BA_M,Targets for feature.QMD.managed.CWHvm_HW_BA_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_HW_CW_H,Targets for feature.QMD.managed.CWHvm_HW_CW_H,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_HW_CW_L,Targets for feature.QMD.managed.CWHvm_HW_CW_L,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_HW_CW_M,Targets for feature.QMD.managed.CWHvm_HW_CW_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_HW_FDC_H,Targets for feature.QMD.managed.CWHvm_HW_FDC_H,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_HW_FDC_L,Targets for feature.QMD.managed.CWHvm_HW_FDC_L,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_managed_CWHvm_HW_SS_M,Targets for feature.QMD.managed.CWHvm_HW_SS_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_CW_HW_M,Targets for feature.QMD.unmanaged.CWHvm_CW_HW_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_CW_PLC_M,Targets for feature.QMD.unmanaged.CWHvm_CW_PLC_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_CW_YC_M,Targets for feature.QMD.unmanaged.CWHvm_CW_YC_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_DR_HW_M,Targets for feature.QMD.unmanaged.CWHvm_DR_HW_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_FDC_HW_H,Targets for feature.QMD.unmanaged.CWHvm_FDC_HW_H,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_FDC_HW_L,Targets for feature.QMD.unmanaged.CWHvm_FDC_HW_L,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_FDC_HW_M,Targets for feature.QMD.unmanaged.CWHvm_FDC_HW_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_HW_BA_M,Targets for feature.QMD.unmanaged.CWHvm_HW_BA_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_HW_CW_H,Targets for feature.QMD.unmanaged.CWHvm_HW_CW_H,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_HW_CW_L,Targets for feature.QMD.unmanaged.CWHvm_HW_CW_L,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_HW_CW_M,Targets for feature.QMD.unmanaged.CWHvm_HW_CW_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_HW_FDC_H,Targets for feature.QMD.unmanaged.CWHvm_HW_FDC_H,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_HW_FDC_L,Targets for feature.QMD.unmanaged.CWHvm_HW_FDC_L,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_QMD_unmanaged_CWHvm_HW_SS_M,Targets for feature.QMD.unmanaged.CWHvm_HW_SS_M,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_HW_M_immature,Targets for feature.Seral.CWHvm_CW_HW_M.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_HW_M_mature,Targets for feature.Seral.CWHvm_CW_HW_M.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_HW_M_overmature,Targets for feature.Seral.CWHvm_CW_HW_M.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_HW_M_regenerating,Targets for feature.Seral.CWHvm_CW_HW_M.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_HW_M_young,Targets for feature.Seral.CWHvm_CW_HW_M.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_PLC_M_immature,Targets for feature.Seral.CWHvm_CW_PLC_M.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_PLC_M_mature,Targets for feature.Seral.CWHvm_CW_PLC_M.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_PLC_M_overmature,Targets for feature.Seral.CWHvm_CW_PLC_M.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_PLC_M_regenerating,Targets for feature.Seral.CWHvm_CW_PLC_M.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_PLC_M_young,Targets for feature.Seral.CWHvm_CW_PLC_M.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_YC_M_immature,Targets for feature.Seral.CWHvm_CW_YC_M.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_YC_M_mature,Targets for feature.Seral.CWHvm_CW_YC_M.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_YC_M_overmature,Targets for feature.Seral.CWHvm_CW_YC_M.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_YC_M_regenerating,Targets for feature.Seral.CWHvm_CW_YC_M.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_CW_YC_M_young,Targets for feature.Seral.CWHvm_CW_YC_M.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_DR_HW_M_immature,Targets for feature.Seral.CWHvm_DR_HW_M.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_DR_HW_M_mature,Targets for feature.Seral.CWHvm_DR_HW_M.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_DR_HW_M_overmature,Targets for feature.Seral.CWHvm_DR_HW_M.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_DR_HW_M_regenerating,Targets for feature.Seral.CWHvm_DR_HW_M.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_DR_HW_M_young,Targets for feature.Seral.CWHvm_DR_HW_M.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_H_immature,Targets for feature.Seral.CWHvm_FDC_HW_H.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_H_mature,Targets for feature.Seral.CWHvm_FDC_HW_H.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_H_overmature,Targets for feature.Seral.CWHvm_FDC_HW_H.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_H_regenerating,Targets for feature.Seral.CWHvm_FDC_HW_H.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_H_young,Targets for feature.Seral.CWHvm_FDC_HW_H.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_L_immature,Targets for feature.Seral.CWHvm_FDC_HW_L.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_L_mature,Targets for feature.Seral.CWHvm_FDC_HW_L.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_L_overmature,Targets for feature.Seral.CWHvm_FDC_HW_L.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_L_regenerating,Targets for feature.Seral.CWHvm_FDC_HW_L.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_L_young,Targets for feature.Seral.CWHvm_FDC_HW_L.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_M_immature,Targets for feature.Seral.CWHvm_FDC_HW_M.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_M_mature,Targets for feature.Seral.CWHvm_FDC_HW_M.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_M_overmature,Targets for feature.Seral.CWHvm_FDC_HW_M.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_M_regenerating,Targets for feature.Seral.CWHvm_FDC_HW_M.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_FDC_HW_M_young,Targets for feature.Seral.CWHvm_FDC_HW_M.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_BA_M_immature,Targets for feature.Seral.CWHvm_HW_BA_M.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_BA_M_mature,Targets for feature.Seral.CWHvm_HW_BA_M.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_BA_M_overmature,Targets for feature.Seral.CWHvm_HW_BA_M.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_BA_M_regenerating,Targets for feature.Seral.CWHvm_HW_BA_M.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_BA_M_young,Targets for feature.Seral.CWHvm_HW_BA_M.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_H_immature,Targets for feature.Seral.CWHvm_HW_CW_H.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_H_mature,Targets for feature.Seral.CWHvm_HW_CW_H.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_H_overmature,Targets for feature.Seral.CWHvm_HW_CW_H.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_H_regenerating,Targets for feature.Seral.CWHvm_HW_CW_H.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_H_young,Targets for feature.Seral.CWHvm_HW_CW_H.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_L_immature,Targets for feature.Seral.CWHvm_HW_CW_L.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_L_mature,Targets for feature.Seral.CWHvm_HW_CW_L.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_L_overmature,Targets for feature.Seral.CWHvm_HW_CW_L.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_L_regenerating,Targets for feature.Seral.CWHvm_HW_CW_L.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_L_young,Targets for feature.Seral.CWHvm_HW_CW_L.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_M_immature,Targets for feature.Seral.CWHvm_HW_CW_M.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_M_mature,Targets for feature.Seral.CWHvm_HW_CW_M.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_M_overmature,Targets for feature.Seral.CWHvm_HW_CW_M.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_M_regenerating,Targets for feature.Seral.CWHvm_HW_CW_M.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_CW_M_young,Targets for feature.Seral.CWHvm_HW_CW_M.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_H_immature,Targets for feature.Seral.CWHvm_HW_FDC_H.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_H_mature,Targets for feature.Seral.CWHvm_HW_FDC_H.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_H_overmature,Targets for feature.Seral.CWHvm_HW_FDC_H.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_H_regenerating,Targets for feature.Seral.CWHvm_HW_FDC_H.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_H_young,Targets for feature.Seral.CWHvm_HW_FDC_H.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_L_immature,Targets for feature.Seral.CWHvm_HW_FDC_L.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_L_mature,Targets for feature.Seral.CWHvm_HW_FDC_L.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_L_overmature,Targets for feature.Seral.CWHvm_HW_FDC_L.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_L_regenerating,Targets for feature.Seral.CWHvm_HW_FDC_L.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_FDC_L_young,Targets for feature.Seral.CWHvm_HW_FDC_L.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_SS_M_immature,Targets for feature.Seral.CWHvm_HW_SS_M.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_SS_M_mature,Targets for feature.Seral.CWHvm_HW_SS_M.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_SS_M_overmature,Targets for feature.Seral.CWHvm_HW_SS_M.overmature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_SS_M_regenerating,Targets for feature.Seral.CWHvm_HW_SS_M.regenerating,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_CWHvm_HW_SS_M_young,Targets for feature.Seral.CWHvm_HW_SS_M.young,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_immature,Targets for feature.Seral.immature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
feature_Seral_mature,Targets for feature.Seral.mature,ca.spatial.reportwriter.TargetLimitReport,Target table,html;csv;png
