CURVE,X,Y
366,0,0.1
303,0,0.13
280,0,0.15
141,0,0.1
1116,0,0.17
798,0,0.17
585,0,0.18
495,0,0.15
381,0,0.19
376,0,0.19
159,0,0.18
153,0,0.18
74,0,0.2
39,0,0.15
1487,0,0.21
456,0,0.21
432,0,0.23
352,0,0.23
343,0,0.23
142,0,0.2
55,0,0.25
1486,0,0.28
796,0,0.26
1564,0,0.3
1561,0,0.3
1561,1,0.3
1561,299,89.7
455,0,0.28
1826,0,0.32
881,0,0.32
1115,0,0.34
876,0,0.32
797,0,0.34
731,0,0.39
1289,0,0.3
1288,0,0.3
1288,1,0.3
1288,299,89.7
637,0,0.3
637,1,0.3
637,299,89.7
949,0,0.4
859,0,0.39
198,0,0.39
561,0,0.3
342,0,0.3
342,1,0.3
342,299,89.7
177,0,0.3
177,1,0.3
177,299,89.7
151,0,0.3
151,1,0.3
151,299,89.7
539,0,0.4
279,0,0.5
279,1,0.5
279,299,149.5
244,0,0.5
244,1,0.5
244,299,149.5
131,0,0.4
41,0,0.25
12,0,0.2
10,0,0.1
454,0,0.51
281,0,0.6
1380,0,0.61
1209,0,0.6
1825,0,0.68
880,0,0.68
875,0,0.68
860,0,0.61
199,0,0.61
109,0,0.7
1617,0,0.7
1617,1,0.7
1617,299,209.3
203,0,0.7
203,1,0.7
203,299,209.3
108,0,0.7
108,1,0.7
108,299,209.3
40,0,0.6
353,0,0.77
638,0,0.77
344,0,0.77
86,0,0.7
1136,0,0.7
1136,1,0.7
1136,299,209.3
1001,0,0.7
1001,1,0.7
1001,299,209.3
604,0,0.81
382,0,0.81
1072,0,0.82
377,0,0.81
295,0,0.8
258,0,0.8
1516,0,0.85
1188,0,0.82
958,0,0.87
496,0,0.85
491,0,0.85
545,0,0.87
304,0,0.87
154,0,0.82
75,0,0.8
46,0,1
53,0,1
53,5,1
53,6,0
11,0,0.7
400,0,0.7
400,1,0.7
400,299,209.3
526,0,0.7
526,1,0.7
526,299,209.3
35,0,0.7
35,1,0.7
35,299,209.3
375,0,0.5
375,1,0.5
375,299,149.5
3,0,0.5
3,1,0.5
3,299,149.5
72,9,0
130,9,0
130,10,1
130,11,0
73,9,0
73,10,1
73,11,0
235,79,0
374,79,0
374,80,0.1
475,79,0
475,80,0.1
1521,79,0
1521,80,0.15
1469,79,0
1469,80,0.15
503,79,0
503,80,0.15
373,79,0
373,80,0.2
317,79,0
317,80,0.13
240,79,0
240,80,0.1
474,79,0
474,80,0.2
648,79,0
648,80,0.23
1477,79,0
1477,80,0.7
441,79,0
441,80,0.23
363,79,0
363,80,0.23
449,79,0
449,80,0.7
1522,79,0
1522,80,0.85
1470,79,0
1470,80,0.85
964,79,0
964,80,0.87
504,79,0
504,80,0.85
442,79,0
442,80,0.77
364,79,0
364,80,0.77
365,79,0
365,80,1
360,79,0
360,80,1
360,100,1
360,101,0
318,79,0
318,80,0.87
241,79,0
241,80,0.7
239,79,0
239,80,0.2
1527,79,0
1527,80,50.4
1527,90,57.5
1527,100,64.2
1527,110,70.2
1527,120,75.7
1527,130,80.9
1527,140,85.6
1475,79,0
1475,80,50.4
1475,90,57.5
1475,100,64.2
1475,110,70.2
1475,120,75.7
1475,130,80.9
1475,140,85.6
1631,79,0
1631,80,58.1
1631,90,66.3
1631,100,73.8
1631,110,80.7
1631,120,87.1
1631,130,92.9
1043,79,0
1043,80,50.4
1043,90,57.5
1043,100,64.2
1043,110,70.2
1043,120,75.7
1043,130,80.9
1043,140,85.6
509,79,0
509,80,50.4
509,90,57.5
509,100,64.2
509,110,70.2
509,120,75.7
509,130,80.9
509,140,85.6
726,79,0
726,80,58.1
726,90,66.3
726,100,73.8
726,110,80.7
726,120,87.1
726,130,92.9
1668,79,0
1668,80,60.4
1668,90,68.8
1668,100,76.9
1668,110,84
1668,120,90.7
1668,130,96.8
1668,140,102.5
1421,79,0
1421,80,60.4
1421,90,68.8
1421,100,76.9
1421,110,84
1421,120,90.7
1421,130,96.8
1421,140,102.5
1642,79,0
1642,80,60.4
1642,90,68.8
1642,100,76.9
1642,110,84
1642,120,90.7
1642,130,96.8
1642,140,102.5
371,79,0
371,80,60.4
371,90,68.8
371,100,76.9
371,110,84
371,120,90.7
371,130,96.8
371,140,102.5
1457,79,0
1457,80,58.1
1457,90,66.3
1457,100,73.8
1457,110,80.7
1457,120,87.1
1457,130,92.9
559,79,0
559,80,58.1
559,90,66.3
559,100,73.8
559,110,80.7
559,120,87.1
559,130,92.9
1405,79,0
1405,80,58.1
1405,90,66.3
1405,100,73.8
1405,110,80.7
1405,120,87.1
1405,130,92.9
323,79,0
323,80,58.1
323,90,66.3
323,100,73.8
323,110,80.7
323,120,87.1
323,130,92.9
242,79,0
242,80,1
236,79,0
236,80,1
236,100,1
236,101,0
1466,79,0
1466,80,75.6
1466,90,86.2
1466,100,96.3
1466,110,105.3
1466,120,113.6
1466,130,121.3
1466,140,128.4
653,79,0
653,80,60.4
653,90,68.8
653,100,76.9
653,110,84
653,120,90.7
653,130,96.8
653,140,102.5
471,79,0
471,80,60.4
471,90,68.8
471,100,76.9
471,110,84
471,120,90.7
471,130,96.8
471,140,102.5
1791,79,0
1791,80,60.4
1791,90,68.8
1791,100,76.9
1791,110,84
1791,120,90.7
1791,130,96.8
1791,140,102.5
1021,79,0
1021,80,60.4
1021,90,68.8
1021,100,76.9
1021,110,84
1021,120,90.7
1021,130,96.8
1021,140,102.5
447,79,0
447,80,60.4
447,90,68.8
447,100,76.9
447,110,84
447,120,90.7
447,130,96.8
447,140,102.5
1712,79,0
1712,80,91.8
1712,90,104.1
1712,100,116
1526,79,0
1526,80,100.8
1526,90,115
1526,100,128.4
1526,110,140.4
1526,120,151.5
1526,130,161.7
1526,140,171.2
1474,79,0
1474,80,100.8
1474,90,115
1474,100,128.4
1474,110,140.4
1474,120,151.5
1474,130,161.7
1474,140,171.2
1597,79,0
1597,80,91.8
1597,90,104.1
1597,100,116
1442,79,0
1442,80,91.8
1442,90,104.1
1442,100,116
719,79,0
719,80,75.6
719,90,86.2
719,100,95.9
719,110,104.8
719,120,113.2
719,130,120.7
1630,79,0
1630,80,116.2
1630,90,132.7
1630,100,147.6
1630,110,161.3
1630,120,174.1
1630,130,185.7
1042,79,0
1042,80,100.8
1042,90,115
1042,100,128.4
1042,110,140.4
1042,120,151.5
1042,130,161.7
1042,140,171.2
508,79,0
508,80,100.8
508,90,115
508,100,128.4
508,110,140.4
508,120,151.5
508,130,161.7
508,140,171.2
725,79,0
725,80,116.2
725,90,132.7
725,100,147.6
725,110,161.3
725,120,174.1
725,130,185.7
1420,79,0
1420,80,120.8
1420,90,137.7
1420,100,153.8
1420,110,168.1
1420,120,181.4
1420,130,193.6
1420,140,205
1667,79,0
1667,80,120.8
1667,90,137.7
1667,100,153.8
1667,110,168.1
1667,120,181.4
1667,130,193.6
1667,140,205
1641,79,0
1641,80,120.8
1641,90,137.7
1641,100,153.8
1641,110,168.1
1641,120,181.4
1641,130,193.6
1641,140,205
370,79,0
370,80,120.8
370,90,137.7
370,100,153.8
370,110,168.1
370,120,181.4
370,130,193.6
370,140,205
1456,79,0
1456,80,116.2
1456,90,132.7
1456,100,147.6
1456,110,161.3
1456,120,174.1
1456,130,185.7
967,79,0
967,80,116.2
967,90,132.7
967,100,147.6
967,110,161.3
967,120,174.1
967,130,185.7
558,79,0
558,80,116.2
558,90,132.7
558,100,147.6
558,110,161.3
558,120,174.1
558,130,185.7
322,79,0
322,80,116.2
322,90,132.7
322,100,147.6
322,110,161.3
322,120,174.1
322,130,185.7
1624,79,0
1624,80,75.6
1624,90,86.2
1624,100,95.9
1624,110,104.8
1624,120,113.2
1624,130,120.7
1401,79,0
1401,80,75.6
1401,90,86.2
1401,100,95.9
1401,110,104.8
1401,120,113.2
1401,130,120.7
552,79,0
552,80,75.6
552,90,86.2
552,100,95.9
552,110,104.8
552,120,113.2
552,130,120.7
500,79,0
500,80,75.6
500,90,86.2
500,100,96.3
500,110,105.3
500,120,113.6
500,130,121.3
500,140,128.4
1817,79,0
1817,80,75.6
1817,90,86.2
1817,100,95.9
1817,110,104.8
1817,120,113.2
1817,130,120.7
1238,79,0
1238,80,75.6
1238,90,86.2
1238,100,95.9
1238,110,104.8
1238,120,113.2
1238,130,120.7
962,79,0
962,80,75.6
962,90,86.2
962,100,95.9
962,110,104.8
962,120,113.2
962,130,120.7
1450,79,0
1450,80,75.6
1450,90,86.2
1450,100,95.9
1450,110,104.8
1450,120,113.2
1450,130,120.7
312,79,0
312,80,75.6
312,90,86.2
312,100,95.9
312,110,104.8
312,120,113.2
312,130,120.7
1702,79,0
1702,80,60.4
1702,90,68.8
1702,100,76.9
1702,110,84
1702,120,90.7
1702,130,96.8
1702,140,102.5
1560,79,0
1560,80,60.4
1560,90,68.8
1560,100,76.9
1560,110,84
1560,120,90.7
1560,130,96.8
1560,140,102.5
854,79,0
854,80,60.4
854,90,68.8
854,100,76.9
854,110,84
854,120,90.7
854,130,96.8
854,140,102.5
232,79,0
232,80,60.4
232,90,68.8
232,100,76.9
232,110,84
232,120,90.7
232,130,96.8
232,140,102.5
652,79,0
652,80,120.8
652,90,137.7
652,100,153.8
652,110,168.1
652,120,181.4
652,130,193.6
652,140,205
1790,79,0
1790,80,120.8
1790,90,137.7
1790,100,153.8
1790,110,168.1
1790,120,181.4
1790,130,193.6
1790,140,205
470,79,0
470,80,120.8
470,90,137.7
470,100,153.8
470,110,168.1
470,120,181.4
470,130,193.6
470,140,205
446,79,0
446,80,120.8
446,90,137.7
446,100,153.8
446,110,168.1
446,120,181.4
