BLOCK,TYPE,TRACK,OFFSET,AREA
1,unmanaged,1,57,1.35737
1,managed,2,57,6.687
2,unmanaged,3,57,0.230143
2,managed,4,57,5.668
3,unmanaged,6,37,0.61212
3,managed,7,37,1.34561
4,unmanaged,8,57,0.257449
4,managed,9,57,7.0982
5,unmanaged,11,47,3.31013
5,managed,12,47,1.89163
6,unmanaged,13,87,0.10699
6,managed,14,87,2.94986
7,unmanaged,16,57,6.3076
7,managed,17,57,81.079
8,unmanaged,18,277,0.76222
8,managed,19,277,21.0154
9,unmanaged,21,57,0.331238
9,managed,22,57,3.89602
10,unmanaged,18,307,0.241536
10,managed,19,307,6.6595
11,unmanaged,24,57,0.151494
11,managed,25,57,4.1769
12,unmanaged,26,47,0.122838
12,managed,27,47,2.48527
13,unmanaged,8,47,0.060907
13,managed,9,47,1.67929
14,unmanaged,29,47,1.65519
14,managed,30,47,44.794
15,unmanaged,32,127,0.098571
15,managed,33,127,2.71774
16,unmanaged,18,127,0.028749
16,managed,19,127,0.79265
17,unmanaged,35,67,0.74702
17,managed,36,67,2.4532
18,unmanaged,38,407,3.78907
18,managed,39,407,3.89829
19,unmanaged,41,127,0.53039
19,managed,42,127,0.93033
20,unmanaged,44,47,0.74051
20,managed,45,47,20.4169
21,unmanaged,47,67,0.84118
21,managed,48,67,15.6117
22,unmanaged,44,57,0.0475461
22,managed,45,57,1.31091
23,unmanaged,51,127,0.396377
23,managed,52,127,9.4733
24,unmanaged,54,277,9.797
25,unmanaged,55,57,0.147897
25,managed,56,57,1.95718
26,unmanaged,8,47,0.289672
26,managed,9,47,7.9867
27,unmanaged,57,207,0.412631
27,managed,58,207,2.23679
28,unmanaged,60,57,0.260535
28,managed,61,57,7.1833
29,unmanaged,8,57,0.0578
29,managed,9,57,1.59362
30,unmanaged,63,107,0.89043
30,managed,64,107,2.64924
31,unmanaged,66,357,3.02969
31,managed,67,357,3.16855
32,unmanaged,69,277,4.12556
32,managed,70,277,4.27702
33,unmanaged,72,127,0.122579
33,managed,73,127,3.37968
34,unmanaged,75,237,2.2237
34,managed,76,237,1.93015
35,unmanaged,8,57,0.147625
35,managed,9,57,4.07023
36,unmanaged,8,47,0.198773
36,managed,9,47,5.4805
37,unmanaged,78,127,0.198497
37,managed,79,127,5.4728
38,unmanaged,18,407,0.197804
38,managed,19,407,5.4538
39,unmanaged,81,47,0.81263
39,managed,20,47,22.4053
40,unmanaged,13,237,0.139305
40,managed,14,237,3.84085
41,unmanaged,8,57,0.09965
41,managed,9,57,2.74751
42,unmanaged,82,127,0.137096
42,managed,83,127,3.77992
43,unmanaged,84,47,0.125842
43,managed,74,47,3.46964
44,unmanaged,8,57,0.051058
44,managed,9,57,1.40774
45,unmanaged,82,107,0.090086
45,managed,83,107,2.4838
46,unmanaged,13,237,0.161173
46,managed,14,237,4.44377
47,unmanaged,82,77,0.194152
47,managed,83,77,5.3531
48,unmanaged,85,43,1.16049
48,managed,86,43,13.6277
49,unmanaged,87,47,1.0998
49,managed,88,47,8.7379
50,unmanaged,13,237,0.135918
50,managed,14,237,3.74747
51,unmanaged,32,103,0.51988
51,managed,33,103,14.3339
52,unmanaged,89,403,1.47337
52,managed,90,403,1.33964
53,unmanaged,92,177,2.0909
53,managed,93,177,1.26909
54,unmanaged,95,47,4.34184
54,managed,96,47,2.1447
55,unmanaged,97,277,5.4653
55,managed,98,277,3.66145
56,unmanaged,100,47,0.82347
56,managed,101,47,1.7238
57,unmanaged,102,47,0.68401
57,managed,103,47,5.1009
58,unmanaged,104,237,0.115089
58,managed,105,237,1.83518
59,unmanaged,107,357,1.38887
59,managed,108,357,0.0389676
60,unmanaged,110,307,6.3747
61,unmanaged,111,107,0.54072
61,managed,112,107,14.9085
62,unmanaged,8,47,0.091164
62,managed,9,47,2.51353
63,unmanaged,8,47,0.140498
63,managed,9,47,3.87373
64,unmanaged,18,237,0.023416
64,managed,19,237,0.64561
65,unmanaged,18,357,0.292123
65,managed,19,357,8.0543
66,unmanaged,113,57,1.43203
66,managed,114,57,2.35591
67,unmanaged,116,47,1.28991
67,managed,117,47,2.99465
68,unmanaged,119,57,1.24924
68,managed,120,57,17.7846
69,unmanaged,60,47,0.3135
69,managed,61,47,8.6436
70,unmanaged,18,127,0.0344626
70,managed,19,127,0.95018
71,unmanaged,32,127,0.080827
71,managed,33,127,2.22851
72,unmanaged,121,101,2.02966
72,managed,122,101,8.9233
73,unmanaged,72,261,0.0392901
73,managed,73,261,1.08328
74,unmanaged,125,57,1.95332
74,managed,126,57,2.77758
75,unmanaged,128,47,2.01806
75,managed,129,47,13.3799
76,unmanaged,82,237,0.13616
76,managed,83,237,3.75412
77,unmanaged,8,57,0.17436
77,managed,9,57,4.80735
78,unmanaged,130,47,2.88807
78,managed,131,47,2.87075
79,unmanaged,133,177,1.77651
79,managed,134,177,2.49625
80,unmanaged,136,127,1.1736
80,managed,137,127,1.19003
81,unmanaged,139,307,0.69506
81,managed,140,307,2.34388
82,unmanaged,142,57,1.1118
82,managed,34,57,30.654
83,unmanaged,143,77,0.221451
83,managed,144,77,1.71132
84,unmanaged,146,57,0.56765
84,managed,147,57,3.56153
85,unmanaged,8,57,0.0400753
85,managed,9,57,1.10493
86,unmanaged,13,97,0.072245
86,managed,14,97,1.9919
87,unmanaged,24,57,0.412291
87,managed,25,57,11.3675
88,unmanaged,54,307,2.80289
89,unmanaged,149,107,1.85033
89,managed,150,107,5.7125
90,unmanaged,8,57,0.268278
90,managed,9,57,7.3968
91,unmanaged,84,47,0.262908
91,managed,74,47,7.2487
92,unmanaged,153,237,0.182359
92,managed,154,237,2.86096
93,unmanaged,156,237,0.197804
93,managed,157,237,2.86349
94,unmanaged,159,307,0.5703
94,managed,160,307,5.9812
95,unmanaged,8,57,0.187131
95,managed,9,57,5.1595
96,unmanaged,162,47,3.46079
96,managed,163,47,21.2617
97,unmanaged,8,57,0.094155
97,managed,9,57,2.59598
98,unmanaged,165,237,3.17628
98,managed,166,237,2.89261
99,unmanaged,78,107,0.058595
99,managed,79,107,1.61554
100,unmanaged,54,357,11.0588
101,unmanaged,60,47,0.71177
101,managed,61,47,19.6244
102,unmanaged,8,47,0.68526
102,managed,9,47,18.8937
103,unmanaged,168,237,0.54056
103,managed,169,237,3.16668
104,unmanaged,171,237,10.5782
104,managed,172,237,0.10685
105,unmanaged,174,57,2.93852
105,managed,175,57,1.39647
106,unmanaged,18,65,0.616
106,managed,19,65,16.9839
107,unmanaged,18,357,0.09679
107,managed,19,357,2.66863
108,unmanaged,8,47,0.98631
108,managed,9,47,27.1939
109,unmanaged,8,57,1.18495
109,managed,9,57,32.6707
110,unmanaged,176,67,1.56405
110,managed,177,67,5.5964
111,unmanaged,180,307,5.2936
111,managed,181,307,2.4063
112,unmanaged,183,47,2.67117
112,managed,184,47,3.50935
113,unmanaged,185,47,3.48601
113,managed,186,47,37.4118
114,unmanaged,24,47,0.16844
114,managed,25,47,4.64414
115,unmanaged,81,37,0.88255
115,managed,20,37,24.3332
116,unmanaged,188,107,1.78334
116,managed,189,107,2.6272
117,unmanaged,191,307,4.08866
117,managed,192,307,1.89494
118,unmanaged,194,277,1.92311
118,managed,195,277,0.84578
119,unmanaged,197,57,0.402472
119,managed,198,57,4.40427
120,unmanaged,200,57,1.37294
120,managed,201,57,28.2309
121,unmanaged,203,57,0.64691
121,managed,204,57,1.07728
122,unmanaged,205,127,0.419684
122,managed,206,127,2.72739
123,unmanaged,208,47,2.53968
123,managed,209,47,0.170484
124,unmanaged,211,457,3.12538
124,managed,212,457,4.1711
125,unmanaged,78,107,0.0372924
125,managed,79,107,1.0282
126,unmanaged,214,47,0.149544
126,managed,215,47,3.59301
127,unmanaged,216,47,0.270288
127,managed,217,47,6.5355
128,unmanaged,219,57,1.31099
128,managed,220,57,3.94746
129,unmanaged,72,127,0.437506
129,managed,73,127,12.0627
130,unmanaged,72,197,0.333624
130,managed,73,197,9.1985
131,unmanaged,78,237,0.058679
131,managed,79,237,1.61787
132,unmanaged,222,107,0.232988
132,managed,223,107,2.88464
133,unmanaged,226,57,2.52068
133,managed,227,57,3.48649
134,unmanaged,24,47,0.123179
134,managed,25,47,3.39621
135,unmanaged,228,57,1.54302
135,managed,229,57,6.5181
136,unmanaged,44,57,0.485159
136,managed,45,57,13.3765
137,unmanaged,231,47,0.54735
137,managed,232,47,5.5555
138,unmanaged,234,57,0.63179
138,managed,235,57,1.37987
139,unmanaged,84,47,0.091256
139,managed,74,47,2.51607
140,unmanaged,60,53,0.114897
140,managed,61,53,3.16786
141,unmanaged,236,57,0.65455
141,managed,237,57,1.76907
142,unmanaged,238,233,4.62459
142,managed,239,233,1.07165
143,unmanaged,54,307,7.1782
144,unmanaged,18,357,0.211564
144,managed,19,357,5.8331
145,unmanaged,241,107,0.294043
145,managed,242,107,6.2867
146,unmanaged,44,57,0.66207
146,managed,45,57,18.2543
147,unmanaged,8,57,0.167445
147,managed,9,57,4.6167
148,unmanaged,8,47,0.103887
148,managed,9,47,2.86432
149,unmanaged,8,47,0.223834
149,managed,9,47,6.1714
150,unmanaged,18,87,0.063545
150,managed,19,87,1.75202
151,unmanaged,8,47,0.086971
151,managed,9,47,2.39792
152,unmanaged,244,47,3.58016
152,managed,245,47,6.1008
153,unmanaged,82,127,0.62383
153,managed,83,127,17.1997
154,unmanaged,246,67,4.23428
154,managed,247,67,20.2677
155,unmanaged,249,127,2.00131
155,managed,250,127,14.3007
156,unmanaged,110,307,15.4116
157,unmanaged,252,357,2.38038
157,managed,253,357,1.81543
158,unmanaged,18,357,0.57634
158,managed,19,357,15.8905
159,unmanaged,255,107,0.63608
159,managed,256,107,17.5377
160,unmanaged,258,277,5.2797
160,managed,259,277,0.05333
161,unmanaged,261,127,0.188429
161,managed,262,127,4.26187
162,unmanaged,44,59,0.60426
162,managed,45,59,16.6602
163,unmanaged,264,57,0.441296
163,managed,265,57,0.94102
164,unmanaged,266,107,0.71947
164,managed,267,107,5.683
165,unmanaged,269,127,0.293605
165,managed,270,127,7.0134
166,unmanaged,81,47,0.227682
166,managed,20,47,6.2775
167,unmanaged,60,57,0.40169
167,managed,61,57,11.0752
168,unmanaged,111,107,0.172805
168,managed,112,107,4.76449
169,unmanaged,272,57,0.125231
169,managed,273,57,3.45281
170,unmanaged,111,103,0.64103
170,managed,112,103,17.6742
171,unmanaged,274,307,1.5914
171,managed,275,307,0.80877
172,unmanaged,13,247,0.179814
172,managed,14,247,4.95773
173,unmanaged,277,177,1.19581
173,managed,278,177,10.7349
174,unmanaged,280,307,1.76902
174,managed,281,307,3.10836
175,unmanaged,44,57,0.258723
175,managed,45,57,7.1334
176,unmanaged,111,127,0.125354
176,managed,112,127,3.4562
177,unmanaged,32,127,0.101512
177,managed,33,127,2.79883
178,unmanaged,283,57,0.226418
178,managed,284,57,3.30625
179,unmanaged,285,307,2.28557
179,managed,286,307,0.229618
180,unmanaged,288,47,0.169924
180,managed,289,47,4.68505
181,unmanaged,24,57,0.52188
181,managed,25,57,14.3888
182,unmanaged,290,127,0.331493
182,managed,291,127,4.995
183,unmanaged,8,47,0.467006
183,managed,9,47,12.876
184,unmanaged,293,57,0.459547
184,managed,294,57,10.6647
185,unmanaged,81,37,0.0146203
185,managed,20,37,0.403103
186,unmanaged,296,277,8.7163
186,managed,297,277,0.53491
187,unmanaged,299,77,0.51564
187,managed,300,77,3.35915
188,unmanaged,60,47,0.81658
188,managed,61,47,22.5143
189,unmanaged,8,47,0.237243
189,managed,9,47,6.5411
190,unmanaged,302,47,0.52936
190,managed,303,47,1.07864
191,unmanaged,304,57,0.97978
191,managed,305,57,12.2121
192,unmanaged,307,57,0.84418
192,managed,308,57,21.0983
193,unmanaged,310,57,1.68389
193,managed,311,57,14.3071
194,unmanaged,18,307,0.192724
194,managed,19,307,5.3137
195,unmanaged,313,357,3.74602
195,managed,314,357,1.73624
196,unmanaged,316,67,0.206427
196,managed,317,67,5.6915
197,unmanaged,318,127,2.01559
197,managed,319,127,13.1772
198,unmanaged,322,47,0.73725
198,managed,323,47,1.31742
199,unmanaged,82,157,0.224098
199,managed,83,157,6.1787
200,unmanaged,18,237,0.075097
200,managed,19,237,2.07054
201,unmanaged,18,307,0.065091
201,managed,19,307,1.79465
202,unmanaged,324,57,2.96864
202,managed,325,57,7.79
203,unmanaged,82,77,0.118636
203,managed,83,77,3.27097
204,unmanaged,24,57,0.297477
204,managed,25,57,8.2019
205,unmanaged,78,107,0.184556
205,managed,79,107,5.0885
206,unmanaged,111,107,0.382387
206,managed,112,107,10.543
207,unmanaged,8,57,0.57694
207,managed,9,57,15.907
208,unmanaged,8,47,0.371934
208,managed,9,47,10.2548
209,unmanaged,78,307,0.15282
209,managed,79,307,4.21348
210,unmanaged,327,127,1.51095
210,managed,328,127,5.4462
211,unmanaged,330,127,0.178632
211,managed,331,127,3.44762
212,unmanaged,333,77,3.05205
212,managed,334,77,8.9358
213,unmanaged,8,57,0.13408
213,managed,9,57,3.69677
214,unmanaged,54,357,4.97815
215,unmanaged,18,277,0.323502
215,managed,19,277,8.9194
216,unmanaged,82,107,0.035392
216,managed,83,107,0.97581
217,unmanaged,81,57,0.279713
217,managed,20,57,7.7121
218,unmanaged,32,127,0.419808
218,managed,33,127,11.5747
