TRACK,OFFSET,NEXTAGE,CYCLE,AU,IFM,ORIGIN,SILV_STATE,RETENTION
90,0,0,0,985502002,unmanaged,natural,baseline,0.1431
91,0,0,0,985502002,managed,natural,baseline,0.1431
92,0,0,0,985502002,managed,planted,cc_pl,0.1431
93,0,0,0,985502004,unmanaged,planted,cc_pl,0.2942
94,0,0,0,985502004,managed,planted,cc_pl,0.2942
95,0,0,0,985501001,unmanaged,planted,cc_pl,0.1072
96,0,0,0,985501001,managed,planted,cc_pl,0.1072
97,0,0,0,985502002,unmanaged,natural,baseline,0.6939
98,0,0,0,985502002,managed,natural,baseline,0.6939
99,0,0,0,985502002,managed,planted,cc_pl,0.6939
100,0,0,0,985502002,unmanaged,natural,baseline,0.9828
101,0,0,0,985502002,managed,natural,baseline,0.9828
102,0,0,0,985502002,managed,planted,cc_pl,0.9828
103,0,0,0,985502008,managed,natural,baseline,0.0
104,0,0,0,985502008,managed,planted,cc_pl,0.0
105,0,0,0,985503000,managed,natural,baseline,0.0
106,0,0,0,985503000,unmanaged,planted,cc_pl,0.3941
107,0,0,0,985503000,managed,planted,cc_pl,0.3941
108,0,0,0,985503000,unmanaged,planted,cc_pl,0.3842
109,0,0,0,985503000,managed,planted,cc_pl,0.3842
110,0,0,0,985501000,unmanaged,planted,cc_pl,0.0789
111,0,0,0,985501000,managed,planted,cc_pl,0.0789
112,0,0,0,985502002,unmanaged,natural,baseline,0.5652
113,0,0,0,985502002,managed,natural,baseline,0.5652
114,0,0,0,985502002,managed,planted,cc_pl,0.5652
115,0,0,0,985502001,unmanaged,natural,baseline,0.198
116,0,0,0,985502001,managed,natural,baseline,0.198
117,0,0,0,985502001,managed,planted,cc_pl,0.198
118,0,0,0,985503000,unmanaged,planted,cc_pl,0.4137
119,0,0,0,985503000,managed,planted,cc_pl,0.4137
120,0,0,0,985502002,unmanaged,planted,cc_pl,0.1332
121,0,0,0,985502002,managed,planted,cc_pl,0.1332
122,0,0,0,985503000,unmanaged,planted,cc_pl,0.0111
123,0,0,0,985503000,managed,planted,cc_pl,0.0111
124,0,0,0,985503000,unmanaged,planted,cc_pl,0.4891
125,0,0,0,985503000,managed,planted,cc_pl,0.4891
126,0,0,0,985503003,unmanaged,natural,baseline,0.4944
127,0,0,0,985503003,managed,natural,baseline,0.4944
128,0,0,0,985503003,managed,planted,cc_pl,0.4944
129,0,0,0,985502002,unmanaged,natural,baseline,0.5791
130,0,0,0,985502002,managed,natural,baseline,0.5791
131,0,0,0,985502002,managed,planted,cc_pl,0.5791
132,0,0,0,985502002,unmanaged,natural,baseline,0.1922
133,0,0,0,985502002,managed,natural,baseline,0.1922
134,0,0,0,985502002,managed,planted,cc_pl,0.1922
135,0,0,0,985503003,unmanaged,planted,cc_pl,0.0216
136,0,0,0,985503003,managed,planted,cc_pl,0.0216
137,0,0,0,985503000,unmanaged,planted,cc_pl,0.135
138,0,0,0,985503000,managed,planted,cc_pl,0.135
139,0,0,0,985501000,unmanaged,planted,cc_pl,0.0226
140,0,0,0,985501000,managed,planted,cc_pl,0.0226
141,0,0,0,985503000,unmanaged,natural,baseline,0.2269
142,0,0,0,985503000,managed,natural,baseline,0.2269
143,0,0,0,985503000,managed,planted,cc_pl,0.2269
144,0,0,0,985503000,unmanaged,planted,cc_pl,0.003
145,0,0,0,985503000,managed,planted,cc_pl,0.003
146,0,0,0,985502007,unmanaged,natural,baseline,0.0049
147,0,0,0,985502007,managed,natural,baseline,0.0049
148,0,0,0,985502007,managed,planted,cc_pl,0.0049
149,0,0,0,985502002,unmanaged,natural,baseline,0.0028
150,0,0,0,985502002,managed,natural,baseline,0.0028
151,0,0,0,985502002,managed,planted,cc_pl,0.0028
152,0,0,0,985502002,unmanaged,natural,baseline,0.0959
153,0,0,0,985502002,managed,natural,baseline,0.0959
154,0,0,0,985502002,managed,planted,cc_pl,0.0959
155,0,0,0,985503001,unmanaged,planted,cc_pl,0.1567
156,0,0,0,985503001,managed,planted,cc_pl,0.1567
157,0,0,0,985501003,unmanaged,natural,baseline,0.5806
158,0,0,0,985501003,managed,natural,baseline,0.5806
159,0,0,0,985501003,managed,planted,cc_pl,0.5806
160,0,0,0,985502006,unmanaged,natural,baseline,0.0041
161,0,0,0,985502006,managed,natural,baseline,0.0041
162,0,0,0,985502006,managed,planted,cc_pl,0.0041
163,0,0,0,985502001,unmanaged,planted,cc_pl,0.0274
164,0,0,0,985502001,managed,planted,cc_pl,0.0274
165,0,0,0,985502002,unmanaged,natural,baseline,0.2896
166,0,0,0,985502002,managed,natural,baseline,0.2896
167,0,0,0,985502002,managed,planted,cc_pl,0.2896
168,0,0,0,985502008,unmanaged,natural,baseline,0.2465
169,0,0,0,985502008,managed,natural,baseline,0.2465
170,0,0,0,985502008,managed,planted,cc_pl,0.2465
171,0,0,0,985502004,unmanaged,planted,cc_pl,0.6935
172,0,0,0,985502004,managed,planted,cc_pl,0.6935
173,0,0,0,985502002,unmanaged,natural,baseline,3.0E-4
174,0,0,0,985502002,managed,natural,baseline,3.0E-4
175,0,0,0,985502002,managed,planted,cc_pl,3.0E-4
176,0,0,0,985502002,unmanaged,natural,baseline,0.022
177,0,0,0,985502002,managed,natural,baseline,0.022
178,0,0,0,985502002,managed,planted,cc_pl,0.022
179,0,0,0,985503000,unmanaged,planted,cc_pl,0.0161
180,0,0,0,985503000,managed,planted,cc_pl,0.0161
181,0,0,0,985503000,unmanaged,natural,baseline,0.2064
182,0,0,0,985503000,managed,natural,baseline,0.2064
183,0,0,0,985503000,managed,planted,cc_pl,0.2064
184,0,0,0,985502002,unmanaged,natural,baseline,0.7687
185,0,0,0,985502002,managed,natural,baseline,0.7687
186,0,0,0,985502002,managed,planted,cc_pl,0.7687
187,0,0,0,985501000,unmanaged,planted,cc_pl,0.3979
188,0,0,0,985501000,managed,planted,cc_pl,0.3979
189,0,0,0,985503001,unmanaged,planted,cc_pl,0.074
190,0,0,0,985503001,managed,planted,cc_pl,0.074
191,0,0,0,985501003,unmanaged,natural,baseline,0.717
192,0,0,0,985501003,managed,natural,baseline,0.717
193,0,0,0,985501003,managed,planted,cc_pl,0.717
194,0,0,0,985502002,unmanaged,natural,baseline,0.719
195,0,0,0,985502002,managed,natural,baseline,0.719
196,0,0,0,985502002,managed,planted,cc_pl,0.719
197,0,0,0,985503000,unmanaged,planted,cc_pl,0.0777
198,0,0,0,985503000,managed,planted,cc_pl,0.0777
199,0,0,0,985502001,unmanaged,planted,cc_pl,0.0539
200,0,0,0,985502001,managed,planted,cc_pl,0.0539
201,0,0,0,985502004,unmanaged,planted,cc_pl,0.3661
202,0,0,0,985502004,managed,planted,cc_pl,0.3661
203,0,0,0,985503003,unmanaged,natural,baseline,0.0665
204,0,0,0,985503003,managed,natural,baseline,0.0665
205,0,0,0,985503003,managed,planted,cc_pl,0.0665
206,0,0,0,985503000,unmanaged,planted,cc_pl,0.0676
207,0,0,0,985503000,managed,planted,cc_pl,0.0676
208,0,0,0,985502002,unmanaged,natural,baseline,0.4354
209,0,0,0,985502002,managed,natural,baseline,0.4354
210,0,0,0,985502002,managed,planted,cc_pl,0.4354
211,0,0,0,985503001,unmanaged,planted,cc_pl,0.0365
212,0,0,0,985503001,managed,planted,cc_pl,0.0365
213,0,0,0,985503000,unmanaged,planted,cc_pl,0.2356
214,0,0,0,985503000,managed,planted,cc_pl,0.2356
215,0,0,0,985501001,unmanaged,natural,baseline,0.0011
216,0,0,0,985501001,managed,natural,baseline,0.0011
217,0,0,0,985501001,managed,planted,cc_pl,0.0011
218,0,0,0,985503000,unmanaged,natural,baseline,0.0978
219,0,0,0,985503000,managed,natural,baseline,0.0978
220,0,0,0,985503000,managed,planted,cc_pl,0.0978
221,0,0,0,985502004,unmanaged,planted,cc_pl,0.389
222,0,0,0,985502004,managed,planted,cc_pl,0.389
223,0,0,0,985503001,unmanaged,planted,cc_pl,0.1769
224,0,0,0,985503001,managed,planted,cc_pl,0.1769
225,0,0,0,985503000,unmanaged,planted,cc_pl,0.0866
226,0,0,0,985503000,managed,planted,cc_pl,0.0866
227,0,0,0,985502003,unmanaged,planted,cc_pl,0.7191
228,0,0,0,985502003,managed,planted,cc_pl,0.7191
229,0,0,0,985502004,managed,planted,cc_pl,0.0
230,0,0,0,985502002,unmanaged,natural,baseline,0.0327
231,0,0,0,985502002,managed,natural,baseline,0.0327
232,0,0,0,985502002,managed,planted,cc_pl,0.0327
233,0,0,0,985503003,unmanaged,natural,baseline,0.0481
234,0,0,0,985503003,managed,natural,baseline,0.0481
235,0,0,0,985503003,managed,planted,cc_pl,0.0481
236,0,0,0,985502004,unmanaged,planted,cc_pl,0.3643
237,0,0,0,985502004,managed,planted,cc_pl,0.3643
238,0,0,0,985501000,unmanaged,natural,baseline,0.0899
239,0,0,0,985501000,managed,natural,baseline,0.0899
240,0,0,0,985501000,managed,planted,cc_pl,0.0899
241,0,0,0,985502005,unmanaged,natural,baseline,0.2039
242,0,0,0,985502005,managed,natural,baseline,0.2039
243,0,0,0,985502005,managed,planted,cc_pl,0.2039
244,0,0,0,985503003,unmanaged,natural,baseline,0.1632
245,0,0,0,985503003,managed,natural,baseline,0.1632
246,0,0,0,985503003,managed,planted,cc_pl,0.1632
247,0,0,0,985502008,unmanaged,natural,baseline,0.0079
248,0,0,0,985502008,managed,natural,baseline,0.0079
249,0,0,0,985502008,managed,planted,cc_pl,0.0079
250,0,0,0,985501003,unmanaged,natural,baseline,0.5982
251,0,0,0,985501003,managed,natural,baseline,0.5982
252,0,0,0,985501003,managed,planted,cc_pl,0.5982
253,0,0,0,985502007,unmanaged,natural,baseline,0.0231
254,0,0,0,985502007,managed,natural,baseline,0.0231
255,0,0,0,985502007,managed,planted,cc_pl,0.0231
256,0,0,0,985502007,unmanaged,natural,baseline,0.0665
257,0,0,0,985502007,managed,natural,baseline,0.0665
258,0,0,0,985502007,managed,planted,cc_pl,0.0665
259,0,0,0,985503001,unmanaged,planted,cc_pl,0.0099
260,0,0,0,985503001,managed,planted,cc_pl,0.0099
261,0,0,0,985501000,unmanaged,planted,cc_pl,0.3141
262,0,0,0,985501000,managed,planted,cc_pl,0.3141
263,0,0,0,985501001,unmanaged,natural,baseline,0.0917
264,0,0,0,985501001,managed,natural,baseline,0.0917
265,0,0,0,985501001,managed,planted,cc_pl,0.0917
266,0,0,0,985503000,unmanaged,natural,baseline,0.0482
267,0,0,0,985503000,managed,natural,baseline,0.0482
268,0,0,0,985503000,managed,planted,cc_pl,0.0482
269,0,0,0,985502005,managed,planted,cc_pl,0.0
270,0,0,0,985503000,unmanaged,natural,baseline,0.0554
271,0,0,0,985503000,managed,natural,baseline,0.0554
272,0,0,0,985503000,managed,planted,cc_pl,0.0554
273,0,0,0,985501003,unmanaged,natural,baseline,0.6984
274,0,0,0,985501003,managed,natural,baseline,0.6984
275,0,0,0,985501003,managed,planted,cc_pl,0.6984
276,0,0,0,985502003,unmanaged,natural,baseline,0.0919
277,0,0,0,985502003,managed,natural,baseline,0.0919
278,0,0,0,985502003,managed,planted,cc_pl,0.0919
279,0,0,0,985502002,unmanaged,natural,baseline,0.0608
280,0,0,0,985502002,managed,natural,baseline,0.0608
281,0,0,0,985502002,managed,planted,cc_pl,0.0608
282,0,0,0,985503003,unmanaged,natural,baseline,0.0964
283,0,0,0,985503003,managed,natural,baseline,0.0964
284,0,0,0,985503003,managed,planted,cc_pl,0.0964
285,0,0,0,985501000,unmanaged,planted,cc_pl,0.0631
286,0,0,0,985501000,managed,planted,cc_pl,0.0631
287,0,0,0,985501000,unmanaged,natural,baseline,0.0052
288,0,0,0,985501000,managed,natural,baseline,0.0052
289,0,0,0,985501000,managed,planted,cc_pl,0.0052
290,0,0,0,985503000,unmanaged,planted,cc_pl,0.0244
291,0,0,0,985503000,managed,planted,cc_pl,0.0244
292,0,0,0,985503000,unmanaged,planted,cc_pl,0.0434
293,0,0,0,985503000,managed,planted,cc_pl,0.0434
294,0,0,0,985501000,unmanaged,natural,baseline,0.2138
295,0,0,0,985501000,managed,natural,baseline,0.2138
296,0,0,0,985501000,managed,planted,cc_pl,0.2138
297,0,0,0,985502001,unmanaged,planted,cc_pl,0.0468
298,0,0,0,985502001,managed,planted,cc_pl,0.0468
299,0,0,0,985502005,unmanaged,planted,cc_pl,0.3729
300,0,0,0,985502005,managed,planted,cc_pl,0.3729
301,0,0,0,985502001,unmanaged,planted,cc_pl,0.1023
302,0,0,0,985502001,managed,planted,cc_pl,0.1023
303,0,0,0,985503000,unmanaged,planted,cc_pl,0.04
304,0,0,0,985503000,managed,planted,cc_pl,0.04
305,0,0,0,985503000,unmanaged,planted,cc_pl,0.1039
306,0,0,0,985503000,managed,planted,cc_pl,0.1039
307,0,0,0,985502002,unmanaged,natural,baseline,0.7157
308,0,0,0,985502002,managed,natural,baseline,0.7157
309,0,0,0,985502002,managed,planted,cc_pl,0.7157
310,0,0,0,985503001,managed,natural,baseline,0.0
311,0,0,0,985503000,unmanaged,natural,baseline,0.1494
312,0,0,0,985503000,managed,natural,baseline,0.1494
313,0,0,0,985503000,managed,planted,cc_pl,0.1494
314,0,0,0,985501001,unmanaged,planted,cc_pl,0.6914
315,0,0,0,985501001,managed,planted,cc_pl,0.6914
316,0,0,0,985503001,unmanaged,planted,cc_pl,0.273
317,0,0,0,985503001,managed,planted,cc_pl,0.273
318,0,0,0,985501000,unmanaged,planted,cc_pl,0.0107
319,0,0,0,985501000,managed,planted,cc_pl,0.0107
320,0,0,0,985503000,unmanaged,planted,cc_pl,0.0057
321,0,0,0,985503000,managed,planted,cc_pl,0.0057
322,0,0,0,985502003,unmanaged,natural,baseline,0.249
323,0,0,0,985502003,managed,natural,baseline,0.249
324,0,0,0,985502003,managed,planted,cc_pl,0.249
325,0,0,0,985503003,unmanaged,natural,baseline,0.0761
326,0,0,0,985503003,managed,natural,baseline,0.0761
327,0,0,0,985503003,managed,planted,cc_pl,0.0761
328,0,0,0,985502001,unmanaged,natural,baseline,0.2278
329,0,0,0,985502001,managed,natural,baseline,0.2278
330,0,0,0,985502001,managed,planted,cc_pl,0.2278
331,0,0,0,985503000,unmanaged,planted,cc_pl,0.0042
332,0,0,0,985503000,managed,planted,cc_pl,0.0042
