CURVE,X,Y
348,0,0.1
288,0,0.13
266,0,0.15
133,0,0.1
1091,0,0.17
774,0,0.17
563,0,0.18
474,0,0.15
362,0,0.19
357,0,0.19
149,0,0.18
144,0,0.18
68,0,0.2
35,0,0.15
1461,0,0.21
436,0,0.21
412,0,0.23
334,0,0.23
326,0,0.23
134,0,0.2
50,0,0.25
1460,0,0.28
772,0,0.26
1537,0,0.3
1263,0,0.3
1798,0,0.32
857,0,0.32
1090,0,0.34
852,0,0.32
773,0,0.34
707,0,0.39
539,0,0.3
435,0,0.28
925,0,0.4
835,0,0.39
187,0,0.39
517,0,0.4
434,0,0.51
267,0,0.6
123,0,0.4
37,0,0.25
1354,0,0.61
1184,0,0.6
1797,0,0.68
856,0,0.68
851,0,0.68
836,0,0.61
188,0,0.61
102,0,0.7
36,0,0.6
10,0,0.2
335,0,0.77
615,0,0.77
327,0,0.77
80,0,0.7
582,0,0.81
363,0,0.81
1047,0,0.82
358,0,0.81
280,0,0.8
245,0,0.8
1490,0,0.85
1163,0,0.82
934,0,0.87
475,0,0.85
470,0,0.85
523,0,0.87
289,0,0.87
145,0,0.82
69,0,0.8
42,0,1
48,0,1
48,5,1
48,6,0
9,0,0.7
8,0,0.1
122,9,0
122,10,1
122,11,0
67,9,0
67,10,1
67,11,0
226,79,0
356,79,0
356,80,0.1
454,79,0
454,80,0.1
1495,79,0
1495,80,0.15
1443,79,0
1443,80,0.15
482,79,0
482,80,0.15
355,79,0
355,80,0.2
301,79,0
301,80,0.13
228,79,0
228,80,0.1
453,79,0
453,80,0.2
625,79,0
625,80,0.23
1451,79,0
1451,80,0.7
421,79,0
421,80,0.23
345,79,0
345,80,0.23
429,79,0
429,80,0.7
1496,79,0
1496,80,0.85
1444,79,0
1444,80,0.85
940,79,0
940,80,0.87
483,79,0
483,80,0.85
422,79,0
422,80,0.77
346,79,0
346,80,0.77
347,79,0
347,80,1
342,79,0
342,80,1
342,100,1
342,101,0
302,79,0
302,80,0.87
229,79,0
229,80,0.7
227,79,0
227,80,0.2
1501,79,0
1501,80,50.4
1501,90,57.5
1501,100,64.2
1501,110,70.2
1501,120,75.7
1501,130,80.9
1501,140,85.6
1449,79,0
1449,80,50.4
1449,90,57.5
1449,100,64.2
1449,110,70.2
1449,120,75.7
1449,130,80.9
1449,140,85.6
1603,79,0
1603,80,58.1
1603,90,66.3
1603,100,73.8
1603,110,80.7
1603,120,87.1
1603,130,92.9
1018,79,0
1018,80,50.4
1018,90,57.5
1018,100,64.2
1018,110,70.2
1018,120,75.7
1018,130,80.9
1018,140,85.6
488,79,0
488,80,50.4
488,90,57.5
488,100,64.2
488,110,70.2
488,120,75.7
488,130,80.9
488,140,85.6
702,79,0
702,80,58.1
702,90,66.3
702,100,73.8
702,110,80.7
702,120,87.1
702,130,92.9
1640,79,0
1640,80,60.4
1640,90,68.8
1640,100,76.9
1640,110,84
1640,120,90.7
1640,130,96.8
1640,140,102.5
1395,79,0
1395,80,60.4
1395,90,68.8
1395,100,76.9
1395,110,84
1395,120,90.7
1395,130,96.8
1395,140,102.5
1614,79,0
1614,80,60.4
1614,90,68.8
1614,100,76.9
1614,110,84
1614,120,90.7
1614,130,96.8
1614,140,102.5
353,79,0
353,80,60.4
353,90,68.8
353,100,76.9
353,110,84
353,120,90.7
353,130,96.8
353,140,102.5
1431,79,0
1431,80,58.1
1431,90,66.3
1431,100,73.8
1431,110,80.7
1431,120,87.1
1431,130,92.9
537,79,0
537,80,58.1
537,90,66.3
