TRACK,BEGIN,END,TREATMENT,MANUAL,NEWTRACK,ADJUST,OFFSET,RETAIN,CURVE,CYCLE,ELIGIBILITY
2,30,756,CC,false,2,A,0,0,,0,
4,54,756,CC,false,4,A,0,0,,0,
6,82,756,CC,false,6,A,0,0,,0,
8,58,756,CC,false,8,A,0,0,,0,
10,90,756,CC,false,11,A,0,0,,0,
11,90,756,CC,false,11,A,0,0,,0,
13,94,756,CC,false,13,A,0,0,,0,
15,62,756,CC,false,16,A,0,0,,0,
16,62,756,CC,false,16,A,0,0,,0,
16,40,40,CT,false,17,A,0,0,,0,
17,62,756,CC,false,16,A,0,0,,0,
17,50,50,F1,false,18,A,0,0,,0,
18,62,756,CC,false,16,A,0,0,,0,
18,60,60,F2,false,19,A,0,0,,0,
19,62,756,CC,false,16,A,0,0,,0,
19,70,70,F3,false,20,A,0,0,,0,
20,62,756,CC,false,16,A,0,0,,0,
22,58,756,CC,false,22,A,0,0,,0,
24,58,756,CC,false,24,A,0,0,,0,
24,36,36,CT,false,25,A,0,0,,0,
25,58,756,CC,false,24,A,0,0,,0,
25,46,46,F1,false,26,A,0,0,,0,
26,58,756,CC,false,24,A,0,0,,0,
26,56,56,F2,false,27,A,0,0,,0,
27,58,756,CC,false,24,A,0,0,,0,
27,66,66,F3,false,28,A,0,0,,0,
28,58,756,CC,false,24,A,0,0,,0,
30,78,756,CC,false,31,A,0,0,,0,
31,78,756,CC,false,31,A,0,0,,0,
33,58,756,CC,false,22,A,0,0,,0,
35,82,756,CC,false,6,A,0,0,,0,
37,58,756,CC,false,8,A,0,0,,0,
40,66,756,CC,false,41,A,0,0,,0,
41,66,756,CC,false,41,A,0,0,,0,
43,94,756,CC,false,13,A,0,0,,0,
47,58,756,CC,false,24,A,0,0,,0,
50,58,756,CC,false,51,A,0,0,,0,
51,58,756,CC,false,51,A,0,0,,0,
54,54,756,CC,false,4,A,0,0,,0,
