BLOCK,DELTA,AGE,TYPE,TREATMENT
72,149,74,MANAGED,CC
72,159,10,MANAGED,PCT
72,219,70,MANAGED,CC
74,14,71,MANAGED,CC
74,24,10,MANAGED,PCT
74,84,70,MANAGED,CC
74,94,10,MANAGED,PCT
74,156,72,MANAGED,CC
74,166,10,MANAGED,PCT
74,247,91,MANAGED,CC
77,14,71,MANAGED,CC
77,24,10,MANAGED,PCT
77,84,70,MANAGED,CC
77,94,10,MANAGED,PCT
77,156,72,MANAGED,CC
77,166,10,MANAGED,PCT
77,229,73,MANAGED,CC
78,23,70,MANAGED,CC
78,33,10,MANAGED,PCT
78,93,70,MANAGED,CC
78,103,10,MANAGED,PCT
78,172,79,MANAGED,CC
78,182,10,MANAGED,PCT
78,250,78,MANAGED,CC
79,161,338,MANAGED,CC
79,250,89,MANAGED,CC
80,70,197,MANAGED,CC
80,177,107,MANAGED,CC
80,292,115,MANAGED,CC
82,70,127,MANAGED,CC
84,13,70,MANAGED,CC
84,23,10,MANAGED,PCT
84,103,90,MANAGED,CC
84,113,10,MANAGED,PCT
84,194,91,MANAGED,CC
84,204,10,MANAGED,PCT
84,284,90,MANAGED,CC
85,21,78,MANAGED,CC
85,31,10,MANAGED,PCT
85,113,92,MANAGED,CC
85,123,10,MANAGED,PCT
85,192,79,MANAGED,CC
85,202,10,MANAGED,PCT
85,280,88,MANAGED,CC
86,91,188,MANAGED,CC
86,260,169,MANAGED,CC
87,62,119,MANAGED,CC
87,200,138,MANAGED,CC
87,300,100,MANAGED,CC
89,3,110,MANAGED,CC
89,13,10,MANAGED,PCT
89,91,88,MANAGED,CC
89,101,10,MANAGED,PCT
89,171,80,MANAGED,CC
89,181,10,MANAGED,PCT
89,260,89,MANAGED,CC
90,21,78,MANAGED,CC
90,31,10,MANAGED,PCT
90,97,76,MANAGED,CC
90,107,10,MANAGED,PCT
90,178,81,MANAGED,CC
90,188,10,MANAGED,PCT
90,260,82,MANAGED,CC
91,61,108,MANAGED,CC
91,160,99,MANAGED,CC
91,270,110,MANAGED,CC
92,161,398,MANAGED,CC
92,250,89,MANAGED,CC
93,159,396,MANAGED,CC
93,286,127,MANAGED,CC
95,14,71,MANAGED,CC
95,24,10,MANAGED,PCT
95,92,78,MANAGED,CC
95,102,10,MANAGED,PCT
95,181,89,MANAGED,CC
95,191,10,MANAGED,PCT
95,270,89,MANAGED,CC
96,36,83,MANAGED,CC
96,46,10,MANAGED,PCT
96,121,85,MANAGED,CC
96,131,10,MANAGED,PCT
96,199,78,MANAGED,CC
96,209,10,MANAGED,PCT
97,32,89,MANAGED,CC
97,42,10,MANAGED,PCT
97,126,94,MANAGED,CC
97,136,10,MANAGED,PCT
97,220,94,MANAGED,CC
97,230,10,MANAGED,PCT
97,300,80,MANAGED,CC
98,151,388,MANAGED,CC
98,280,129,MANAGED,CC
99,264,371,MANAGED,CC
101,23,70,MANAGED,CC
101,33,10,MANAGED,PCT
101,108,85,MANAGED,CC
101,118,10,MANAGED,PCT
101,184,76,MANAGED,CC
101,194,10,MANAGED,PCT
101,259,75,MANAGED,CC
102,79,126,MANAGED,CC
102,89,10,MANAGED,PCT
102,150,71,MANAGED,CC
102,160,10,MANAGED,PCT
102,222,72,MANAGED,CC
102,232,10,MANAGED,PCT
103,132,369,MANAGED,CC
103,240,108,MANAGED,CC
104,218,455,MANAGED,CC
105,89,146,MANAGED,CC
105,239,150,MANAGED,CC
106,159,224,MANAGED,CC
106,286,127,MANAGED,CC
108,35,82,MANAGED,CC
108,45,10,MANAGED,PCT
108,115,80,MANAGED,CC
108,125,10,MANAGED,PCT
108,190,75,MANAGED,CC
108,200,10,MANAGED,PCT
108,270,80,MANAGED,CC
109,57,114,MANAGED,CC
109,67,10,MANAGED,PCT
109,214,157,MANAGED,CC
109,224,10,MANAGED,PCT
110,3,70,MANAGED,CC
110,13,10,MANAGED,PCT
110,91,88,MANAGED,CC
110,101,10,MANAGED,PCT
110,171,80,MANAGED,CC
110,181,10,MANAGED,PCT
110,257,86,MANAGED,CC
112,74,121,MANAGED,CC
112,252,178,MANAGED,CC
113,79,126,MANAGED,CC
113,89,10,MANAGED,PCT
113,150,71,MANAGED,CC
113,160,10,MANAGED,PCT
113,222,72,MANAGED,CC
113,232,10,MANAGED,PCT
114,54,101,MANAGED,CC
114,201,147,MANAGED,CC
114,297,96,MANAGED,CC
115,253,290,MANAGED,CC
116,132,239,MANAGED,CC
116,240,108,MANAGED,CC
119,25,82,MANAGED,CC
119,35,10,MANAGED,PCT
119,108,83,MANAGED,CC
119,118,10,MANAGED,PCT
119,192,84,MANAGED,CC
119,202,10,MANAGED,PCT
119,280,88,MANAGED,CC
120,17,74,MANAGED,CC
120,27,10,MANAGED,PCT
120,89,72,MANAGED,CC
120,99,10,MANAGED,PCT
120,160,71,MANAGED,CC
120,170,10,MANAGED,PCT
121,141,198,MANAGED,CC
121,282,141,MANAGED,CC
122,61,188,MANAGED,CC
122,160,99,MANAGED,CC
123,41,88,MANAGED,CC
123,51,10,MANAGED,PCT
123,131,90,MANAGED,CC
123,141,10,MANAGED,PCT
123,203,72,MANAGED,CC
123,213,10,MANAGED,PCT
123,290,87,MANAGED,CC
125,256,363,MANAGED,CC
126,140,187,MANAGED,CC
126,240,100,MANAGED,CC
127,32,79,MANAGED,CC
127,42,10,MANAGED,PCT
127,106,74,MANAGED,CC
127,116,10,MANAGED,PCT
127,191,85,MANAGED,CC
127,201,10,MANAGED,PCT
127,270,79,MANAGED,CC
128,13,70,MANAGED,CC
128,23,10,MANAGED,PCT
128,103,90,MANAGED,CC
128,113,10,MANAGED,PCT
128,194,91,MANAGED,CC
128,204,10,MANAGED,PCT
128,284,90,MANAGED,CC
129,1,128,MANAGED,CC
129,91,90,MANAGED,CC
129,256,165,MANAGED,CC
130,91,288,MANAGED,CC
130,210,119,MANAGED,CC
131,141,378,MANAGED,CC
131,270,129,MANAGED,CC
132,1,108,MANAGED,CC
132,11,10,MANAGED,PCT
132,85,84,MANAGED,CC
132,95,10,MANAGED,PCT
132,158,73,MANAGED,CC
132,168,10,MANAGED,PCT
132,251,93,MANAGED,CC
133,101,158,MANAGED,CC
133,240,139,MANAGED,CC
135,16,73,MANAGED,CC
135,26,10,MANAGED,PCT
135,107,91,MANAGED,CC
135,117,10,MANAGED,PCT
135,179,72,MANAGED,CC
135,189,10,MANAGED,PCT
135,250,71,MANAGED,CC
136,15,72,MANAGED,CC
136,25,10,MANAGED,PCT
136,86,71,MANAGED,CC
136,96,10,MANAGED,PCT
136,164,78,MANAGED,CC
136,174,10,MANAGED,PCT
136,240,76,MANAGED,CC
137,23,70,MANAGED,CC
137,33,10,MANAGED,PCT
137,108,85,MANAGED,CC
137,118,10,MANAGED,PCT
137,184,76,MANAGED,CC
137,194,10,MANAGED,PCT
137,259,75,MANAGED,CC
138,61,118,MANAGED,CC
138,160,99,MANAGED,CC
138,270,110,MANAGED,CC
139,51,98,MANAGED,CC
139,160,109,MANAGED,CC
139,280,120,MANAGED,CC
140,79,132,MANAGED,CC
140,89,10,MANAGED,PCT
140,150,71,MANAGED,CC
140,160,10,MANAGED,PCT
140,222,72,MANAGED,CC
140,232,10,MANAGED,PCT
141,75,132,MANAGED,CC
141,219,144,MANAGED,CC
142,172,405,MANAGED,CC
145,151,258,MANAGED,CC
145,250,99,MANAGED,CC
146,15,72,MANAGED,CC
146,25,10,MANAGED,PCT
146,86,71,MANAGED,CC
146,96,10,MANAGED,PCT
146,164,78,MANAGED,CC
146,174,10,MANAGED,PCT
146,240,76,MANAGED,CC
147,20,77,MANAGED,CC
147,30,10,MANAGED,PCT
147,113,93,MANAGED,CC
147,123,10,MANAGED,PCT
147,202,89,MANAGED,CC
147,212,10,MANAGED,PCT
147,289,87,MANAGED,CC
148,31,78,MANAGED,CC
148,41,10,MANAGED,PCT
148,121,90,MANAGED,CC
148,131,10,MANAGED,PCT
148,201,80,MANAGED,CC
148,211,10,MANAGED,PCT
148,290,89,MANAGED,CC
149,25,72,MANAGED,CC
149,35,10,MANAGED,PCT
149,108,83,MANAGED,CC
149,118,10,MANAGED,PCT
149,192,84,MANAGED,CC
149,202,10,MANAGED,PCT
149,280,88,MANAGED,CC
150,149,236,MANAGED,CC
150,250,101,MANAGED,CC
151,34,81,MANAGED,CC
151,44,10,MANAGED,PCT
151,116,82,MANAGED,CC
151,126,10,MANAGED,PCT
151,207,91,MANAGED,CC
151,217,10,MANAGED,PCT
151,290,83,MANAGED,CC
152,84,131,MANAGED,CC
152,200,116,MANAGED,CC
155,51,178,MANAGED,CC
155,150,99,MANAGED,CC
155,280,130,MANAGED,CC
160,218,495,MANAGED,CC
162,21,80,MANAGED,CC
162,31,10,MANAGED,PCT
162,91,70,MANAGED,CC
162,101,10,MANAGED,PCT
162,174,83,MANAGED,CC
162,184,10,MANAGED,PCT
162,247,73,MANAGED,CC
163,70,127,MANAGED,CC
163,200,130,MANAGED,CC
163,300,100,MANAGED,CC
165,151,278,MANAGED,CC
165,270,119,MANAGED,CC
166,101,148,MANAGED,CC
166,285,184,MANAGED,CC
167,57,114,MANAGED,CC
167,67,10,MANAGED,PCT
167,214,157,MANAGED,CC
167,224,10,MANAGED,PCT
168,1,108,MANAGED,CC
168,11,10,MANAGED,PCT
168,79,78,MANAGED,CC
168,89,10,MANAGED,PCT
168,156,77,MANAGED,CC
168,166,10,MANAGED,PCT
168,239,83,MANAGED,CC
169,61,118,MANAGED,CC
169,160,99,MANAGED,CC
169,269,109,MANAGED,CC
170,8,111,MANAGED,CC
170,18,10,MANAGED,PCT
170,91,83,MANAGED,CC
170,101,10,MANAGED,PCT
170,164,73,MANAGED,CC
170,174,10,MANAGED,PCT
170,250,86,MANAGED,CC
172,141,388,MANAGED,CC
172,250,109,MANAGED,CC
173,61,238,MANAGED,CC
173,180,119,MANAGED,CC
173,296,116,MANAGED,CC
175,18,75,MANAGED,CC
175,28,10,MANAGED,PCT
175,103,85,MANAGED,CC
175,113,10,MANAGED,PCT
175,174,71,MANAGED,CC
175,184,10,MANAGED,PCT
175,273,99,MANAGED,CC
176,5,132,MANAGED,CC
176,15,10,MANAGED,PCT
176,76,71,MANAGED,CC
176,86,10,MANAGED,PCT
176,168,92,MANAGED,CC
176,178,10,MANAGED,PCT
176,260,92,MANAGED,CC
177,1,128,MANAGED,CC
177,151,150,MANAGED,CC
177,270,119,MANAGED,CC
178,141,198,MANAGED,CC
178,230,89,MANAGED,CC
180,124,171,MANAGED,CC
180,290,166,MANAGED,CC
181,66,123,MANAGED,CC
181,190,124,MANAGED,CC
182,91,218,MANAGED,CC
182,210,119,MANAGED,CC
183,25,72,MANAGED,CC
183,35,10,MANAGED,PCT
183,113,88,MANAGED,CC
183,123,10,MANAGED,PCT
183,200,87,MANAGED,CC
183,210,10,MANAGED,PCT
183,290,90,MANAGED,CC
184,21,78,MANAGED,CC
184,31,10,MANAGED,PCT
184,97,76,MANAGED,CC
184,107,10,MANAGED,PCT
184,178,81,MANAGED,CC
184,188,10,MANAGED,PCT
184,260,82,MANAGED,CC
185,82,119,MANAGED,CC
185,210,128,MANAGED,CC
187,123,200,MANAGED,CC
187,240,117,MANAGED,CC
188,42,89,MANAGED,CC
188,52,10,MANAGED,PCT
188,135,93,MANAGED,CC
188,145,10,MANAGED,PCT
188,206,71,MANAGED,CC
188,216,10,MANAGED,PCT
188,280,74,MANAGED,CC
189,29,76,MANAGED,CC
189,39,10,MANAGED,PCT
189,113,84,MANAGED,CC
189,123,10,MANAGED,PCT
189,189,76,MANAGED,CC
189,199,10,MANAGED,PCT
189,280,91,MANAGED,CC
191,34,91,MANAGED,CC
191,44,10,MANAGED,PCT
191,116,82,MANAGED,CC
191,126,10,MANAGED,PCT
191,207,91,MANAGED,CC
191,217,10,MANAGED,PCT
191,290,83,MANAGED,CC
192,14,71,MANAGED,CC
192,24,10,MANAGED,PCT
192,84,70,MANAGED,CC
192,94,10,MANAGED,PCT
192,156,72,MANAGED,CC
192,166,10,MANAGED,PCT
192,247,91,MANAGED,CC
193,42,99,MANAGED,CC
193,52,10,MANAGED,PCT
193,128,86,MANAGED,CC
193,138,10,MANAGED,PCT
193,221,93,MANAGED,CC
193,231,10,MANAGED,PCT
193,299,78,MANAGED,CC
196,9,76,MANAGED,CC
196,19,10,MANAGED,PCT
196,102,93,MANAGED,CC
196,112,10,MANAGED,PCT
196,175,73,MANAGED,CC
196,185,10,MANAGED,PCT
196,265,90,MANAGED,CC
197,5,132,MANAGED,CC
197,15,10,MANAGED,PCT
197,76,71,MANAGED,CC
197,86,10,MANAGED,PCT
197,168,92,MANAGED,CC
197,178,10,MANAGED,PCT
197,250,82,MANAGED,CC
198,61,108,MANAGED,CC
198,160,99,MANAGED,CC
198,270,110,MANAGED,CC
200,131,368,MANAGED,CC
200,250,119,MANAGED,CC
202,22,79,MANAGED,CC
202,32,10,MANAGED,PCT
202,110,88,MANAGED,CC
202,120,10,MANAGED,PCT
202,193,83,MANAGED,CC
202,203,10,MANAGED,PCT
202,278,85,MANAGED,CC
203,140,217,MANAGED,CC
203,240,100,MANAGED,CC
204,70,127,MANAGED,CC
204,234,164,MANAGED,CC
205,132,239,MANAGED,CC
205,240,108,MANAGED,CC
206,3,110,MANAGED,CC
206,13,10,MANAGED,PCT
206,91,88,MANAGED,CC
206,101,10,MANAGED,PCT
206,171,80,MANAGED,CC
206,181,10,MANAGED,PCT
206,260,89,MANAGED,CC
207,46,103,MANAGED,CC
207,56,10,MANAGED,PCT
207,135,89,MANAGED,CC
207,145,10,MANAGED,PCT
207,206,71,MANAGED,CC
207,216,10,MANAGED,PCT
207,298,92,MANAGED,CC
208,42,89,MANAGED,CC
208,52,10,MANAGED,PCT
208,115,73,MANAGED,CC
208,125,10,MANAGED,PCT
208,206,91,MANAGED,CC
208,216,10,MANAGED,PCT
208,290,84,MANAGED,CC
210,141,268,MANAGED,CC
210,270,129,MANAGED,CC
212,79,156,MANAGED,CC
212,89,10,MANAGED,PCT
212,150,71,MANAGED,CC
212,160,10,MANAGED,PCT
212,222,72,MANAGED,CC
212,232,10,MANAGED,PCT
213,18,75,MANAGED,CC
213,28,10,MANAGED,PCT
213,103,85,MANAGED,CC
213,113,10,MANAGED,PCT
213,174,71,MANAGED,CC
213,184,10,MANAGED,PCT
213,273,99,MANAGED,CC
216,151,258,MANAGED,CC
216,250,99,MANAGED,CC
217,64,121,MANAGED,CC
217,180,116,MANAGED,CC
217,300,120,MANAGED,CC
218,51,178,MANAGED,CC
218,150,99,MANAGED,CC
218,280,130,MANAGED,CC
