BLOCK,DELTA,AGE,TYPE,TREATMENT
1,101,158,MANAGED,CC
1,240,139,MANAGED,CC
2,32,89,MANAGED,CC
2,42,10,MANAGED,PCT
2,126,94,MANAGED,CC
2,136,10,MANAGED,PCT
2,220,94,MANAGED,CC
2,230,10,MANAGED,PCT
2,300,80,MANAGED,CC
3,151,188,MANAGED,CC
3,270,119,MANAGED,CC
4,42,99,MANAGED,CC
4,52,10,MANAGED,PCT
4,135,93,MANAGED,CC
4,145,10,MANAGED,PCT
4,206,71,MANAGED,CC
4,216,10,MANAGED,PCT
4,280,74,MANAGED,CC
6,141,228,MANAGED,CC
6,270,129,MANAGED,CC
9,46,103,MANAGED,CC
9,56,10,MANAGED,PCT
9,135,89,MANAGED,CC
9,145,10,MANAGED,PCT
9,206,71,MANAGED,CC
9,216,10,MANAGED,PCT
9,298,92,MANAGED,CC
11,65,122,MANAGED,CC
11,171,106,MANAGED,CC
11,269,98,MANAGED,CC
12,42,89,MANAGED,CC
12,52,10,MANAGED,PCT
12,135,93,MANAGED,CC
12,145,10,MANAGED,PCT
12,206,71,MANAGED,CC
12,216,10,MANAGED,PCT
12,280,74,MANAGED,CC
13,47,94,MANAGED,CC
13,57,10,MANAGED,PCT
13,140,93,MANAGED,CC
13,150,10,MANAGED,PCT
13,233,93,MANAGED,CC
13,243,10,MANAGED,PCT
15,161,288,MANAGED,CC
15,250,89,MANAGED,CC
16,140,267,MANAGED,CC
17,123,190,MANAGED,CC
17,240,117,MANAGED,CC
19,61,188,MANAGED,CC
19,180,119,MANAGED,CC
19,300,120,MANAGED,CC
20,27,74,MANAGED,CC
20,37,10,MANAGED,PCT
20,121,94,MANAGED,CC
20,131,10,MANAGED,PCT
20,199,78,MANAGED,CC
20,209,10,MANAGED,PCT
20,290,91,MANAGED,CC
21,4,71,MANAGED,CC
21,14,10,MANAGED,PCT
21,85,81,MANAGED,CC
21,95,10,MANAGED,PCT
21,163,78,MANAGED,CC
21,173,10,MANAGED,PCT
21,237,74,MANAGED,CC
22,21,78,MANAGED,CC
22,31,10,MANAGED,PCT
22,113,92,MANAGED,CC
22,123,10,MANAGED,PCT
22,192,79,MANAGED,CC
22,202,10,MANAGED,PCT
22,280,88,MANAGED,CC
25,141,198,MANAGED,CC
25,230,89,MANAGED,CC
26,43,90,MANAGED,CC
26,53,10,MANAGED,PCT
26,131,88,MANAGED,CC
26,141,10,MANAGED,PCT
26,222,91,MANAGED,CC
26,232,10,MANAGED,PCT
26,300,78,MANAGED,CC
28,43,100,MANAGED,CC
28,53,10,MANAGED,PCT
28,131,88,MANAGED,CC
28,141,10,MANAGED,PCT
28,222,91,MANAGED,CC
28,232,10,MANAGED,PCT
28,300,78,MANAGED,CC
29,15,72,MANAGED,CC
29,25,10,MANAGED,PCT
29,86,71,MANAGED,CC
29,96,10,MANAGED,PCT
29,163,77,MANAGED,CC
29,173,10,MANAGED,PCT
29,240,77,MANAGED,CC
30,61,168,MANAGED,CC
30,180,119,MANAGED,CC
30,300,120,MANAGED,CC
33,51,178,MANAGED,CC
33,150,99,MANAGED,CC
33,280,130,MANAGED,CC
34,151,388,MANAGED,CC
34,280,129,MANAGED,CC
35,57,114,MANAGED,CC
35,67,10,MANAGED,PCT
35,214,157,MANAGED,CC
35,224,10,MANAGED,PCT
36,32,79,MANAGED,CC
36,42,10,MANAGED,PCT
36,124,92,MANAGED,CC
36,134,10,MANAGED,PCT
36,212,88,MANAGED,CC
36,222,10,MANAGED,PCT
36,300,88,MANAGED,CC
37,91,218,MANAGED,CC
37,210,119,MANAGED,CC
39,170,217,MANAGED,CC
40,138,375,MANAGED,CC
40,240,102,MANAGED,CC
41,14,71,MANAGED,CC
41,24,10,MANAGED,PCT
41,84,70,MANAGED,CC
41,94,10,MANAGED,PCT
41,156,72,MANAGED,CC
41,166,10,MANAGED,PCT
41,247,91,MANAGED,CC
43,141,188,MANAGED,CC
43,260,119,MANAGED,CC
44,21,78,MANAGED,CC
44,31,10,MANAGED,PCT
44,113,92,MANAGED,CC
44,123,10,MANAGED,PCT
44,192,79,MANAGED,CC
44,202,10,MANAGED,PCT
44,280,88,MANAGED,CC
45,131,238,MANAGED,CC
45,250,119,MANAGED,CC
46,139,376,MANAGED,CC
46,240,101,MANAGED,CC
48,63,106,MANAGED,CC
48,180,117,MANAGED,CC
48,300,120,MANAGED,CC
49,61,108,MANAGED,CC
49,160,99,MANAGED,CC
49,270,110,MANAGED,CC
50,131,368,MANAGED,CC
50,235,104,MANAGED,CC
51,181,284,MANAGED,CC
51,270,89,MANAGED,CC
53,10,187,MANAGED,CC
53,160,150,MANAGED,CC
53,270,110,MANAGED,CC
54,124,171,MANAGED,CC
54,290,166,MANAGED,CC
56,106,153,MANAGED,CC
56,261,155,MANAGED,CC
57,51,98,MANAGED,CC
57,160,109,MANAGED,CC
57,280,120,MANAGED,CC
58,51,288,MANAGED,CC
58,178,127,MANAGED,CC
58,278,100,MANAGED,CC
61,37,144,MANAGED,CC
61,47,10,MANAGED,PCT
61,108,71,MANAGED,CC
61,118,10,MANAGED,PCT
61,187,79,MANAGED,CC
61,197,10,MANAGED,PCT
61,268,81,MANAGED,CC
62,32,79,MANAGED,CC
62,42,10,MANAGED,PCT
62,124,92,MANAGED,CC
62,134,10,MANAGED,PCT
62,212,88,MANAGED,CC
62,222,10,MANAGED,PCT
62,300,88,MANAGED,CC
63,79,126,MANAGED,CC
63,89,10,MANAGED,PCT
63,150,71,MANAGED,CC
63,160,10,MANAGED,PCT
63,222,72,MANAGED,CC
63,232,10,MANAGED,PCT
64,53,290,MANAGED,CC
64,280,227,MANAGED,CC
66,13,70,MANAGED,CC
66,23,10,MANAGED,PCT
66,94,81,MANAGED,CC
66,104,10,MANAGED,PCT
66,171,77,MANAGED,CC
66,181,10,MANAGED,PCT
66,260,89,MANAGED,CC
67,32,79,MANAGED,CC
67,42,10,MANAGED,PCT
67,124,92,MANAGED,CC
67,134,10,MANAGED,PCT
67,212,88,MANAGED,CC
67,222,10,MANAGED,PCT
67,300,88,MANAGED,CC
68,58,115,MANAGED,CC
68,236,178,MANAGED,CC
69,45,92,MANAGED,CC
69,55,10,MANAGED,PCT
69,130,85,MANAGED,CC
69,140,10,MANAGED,PCT
69,211,81,MANAGED,CC
69,221,10,MANAGED,PCT
69,288,77,MANAGED,CC
70,60,187,MANAGED,CC
70,280,220,MANAGED,CC
71,210,337,MANAGED,CC
72,1,102,MANAGED,CC
72,11,10,MANAGED,PCT
72,75,74,MANAGED,CC
72,85,10,MANAGED,PCT
