AU,Age,Yield,Height,DBHq,TPH,GrossYield,CrownCover,MAI,BasalArea000,DBHg000,SPH000,StemCount000,StemCount125,StemCount175
22005,10,0.0,3.5,,,0.0,7.7,0.0,0.1,1.3,872.9,872.9,0.0,0.0
22005,20,7.7,10.0,,,27.3,65.3,0.387,7.0,10.2,840.5,840.5,161.2,5.0
22005,30,137.8,16.2,,,164.0,96.3,4.592,26.7,20.1,829.6,829.6,798.0,595.1
22005,40,309.9,21.6,,,347.4,98.1,7.747,42.6,25.6,824.5,824.5,813.6,757.0
22005,50,496.3,26.2,,,546.1,97.6,9.927,55.7,29.4,813.7,813.7,806.7,765.7
22005,60,679.3,30.1,,,742.2,97.1,11.321,66.7,32.6,797.2,797.2,794.5,761.0
22005,70,852.6,33.5,,,931.9,96.6,12.181,75.7,35.3,770.4,770.4,769.6,747.4
22005,80,1012.4,36.4,,,1112.4,96.1,12.655,83.0,37.9,732.1,732.1,731.8,721.3
22005,90,1140.5,39.0,,,1264.1,95.6,12.672,88.0,40.3,689.6,689.6,689.5,684.6
22005,100,1267.2,41.2,,,1417.9,95.1,12.672,92.5,42.5,650.3,650.3,650.2,646.8
22005,110,1378.8,43.2,,,1560.6,94.6,12.534,95.9,44.6,610.6,610.6,610.6,608.3
22005,120,1475.7,44.9,,,1689.1,94.1,12.298,98.6,46.7,574.3,574.3,574.3,573.1
22005,130,1553.4,46.5,,,1798.8,93.6,11.949,100.5,48.4,542.9,542.9,542.9,542.0
22005,140,1622.8,47.9,,,1899.4,93.1,11.592,102.1,50.1,515.3,515.3,515.3,514.6
22005,150,1689.0,49.2,,,1997.8,92.6,11.26,103.4,51.6,491.6,491.6,491.6,491.0
22005,160,1747.1,50.4,,,2087.1,92.1,10.92,104.5,53.1,469.9,469.9,469.9,469.3
22005,170,1795.4,51.4,,,2164.1,91.6,10.561,105.4,54.3,453.0,453.0,453.0,452.4
22005,180,1837.6,52.3,,,2233.8,91.1,10.209,106.1,55.4,438.5,438.5,438.5,437.9
22005,190,1874.6,53.2,,,2297.6,90.6,9.866,106.6,56.4,425.2,425.2,425.2,424.7
22005,200,1912.3,54.0,,,2361.7,90.1,9.561,107.2,57.3,414.7,414.7,414.7,414.1
22005,210,1946.0,54.7,,,2421.2,89.6,9.267,107.7,58.1,405.0,405.0,405.0,404.5
22005,220,1976.2,55.4,,,2476.6,89.1,8.983,108.1,58.9,396.0,396.0,396.0,395.5
22005,230,2002.4,56.0,,,2528.0,88.6,8.706,108.4,59.6,387.8,387.8,387.8,387.2
22005,240,2021.7,56.6,,,2573.3,88.1,8.424,108.3,60.2,379.0,379.0,379.0,378.4
22005,250,2038.4,57.1,,,2615.2,87.6,8.154,108.2,60.9,370.7,370.7,370.7,370.2
22005,260,2052.8,57.6,,,2654.3,87.1,7.895,108.1,61.5,362.9,362.9,362.9,362.4
22005,270,2065.1,58.1,,,2690.8,86.6,7.648,107.9,62.1,355.5,355.5,355.5,355.0
22005,280,2075.5,58.5,,,2724.8,86.1,7.412,107.6,62.7,348.5,348.5,348.5,348.0
22005,290,2087.7,58.9,,,2760.0,85.6,7.199,107.5,63.2,343.2,343.2,343.2,342.7
22005,300,2098.5,59.3,,,2793.2,85.1,6.995,107.4,63.6,338.2,338.2,338.2,337.8
22005,310,2107.6,59.7,,,2824.6,84.6,6.799,107.2,64.0,333.5,333.5,333.5,333.0
22005,320,2115.3,60.0,,,2854.1,84.1,6.61,107.0,64.4,329.0,329.0,329.0,328.5
22005,330,2121.6,60.4,,,2882.0,83.6,6.429,106.7,64.8,324.6,324.6,324.6,324.1
22005,340,2126.6,60.7,,,2908.4,83.1,6.255,106.5,65.2,320.4,320.4,320.4,319.9
22005,350,2130.5,61.0,,,2933.4,82.6,6.087,106.2,65.5,316.3,316.3,316.3,315.8
22006,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22006,10,0.0,1.5,,,0.0,0.8,0.0,0.0,0.0,528.0,528.0,0.0,0.0
22006,20,0.0,2.8,,,0.0,2.8,0.0,0.0,0.7,517.1,517.1,0.0,0.0
22006,30,0.0,4.4,,,0.2,7.4,0.0,0.1,1.9,505.6,505.6,0.0,0.0
22006,40,0.0,6.0,,,1.4,14.6,0.0,0.5,3.7,496.0,496.0,0.0,0.0
22006,50,0.0,7.4,,,4.5,23.6,0.0,1.4,6.0,487.8,487.8,0.6,0.0
22006,60,0.8,8.8,,,10.1,32.9,0.013,2.7,8.5,481.1,481.1,17.7,0.0
22006,70,5.8,10.0,,,17.9,40.7,0.082,4.3,10.7,475.9,475.9,118.1,2.6
22006,80,13.9,11.0,,,27.3,46.7,0.174,6.0,12.7,471.3,471.3,232.4,16.5
22006,90,23.4,12.0,,,37.6,50.4,0.26,7.6,14.4,467.3,467.3,315.2,69.2
22006,100,35.9,12.9,,,51.1,51.8,0.359,9.4,15.8,464.2,464.2,353.2,139.5
22006,110,47.0,13.6,,,63.3,52.8,0.427,10.9,17.1,461.4,461.4,384.5,202.0
22006,120,56.7,14.3,,,74.1,53.7,0.473,12.2,18.3,458.5,458.5,412.0,256.8
22006,130,65.5,14.9,,,84.1,54.3,0.504,13.4,19.2,455.8,455.8,430.7,300.0
22006,140,73.9,15.4,,,93.8,54.5,0.528,14.3,20.0,453.2,453.2,437.0,324.9
22006,150,81.8,15.9,,,103.1,54.4,0.545,15.2,20.6,450.8,450.8,436.2,337.5
22006,160,88.6,16.3,,,111.4,54.3,0.554,15.9,21.1,448.3,448.3,435.3,348.5
22006,170,94.6,16.7,,,118.8,54.2,0.557,16.5,21.6,445.9,445.9,434.2,358.0
22006,180,99.9,17.0,,,125.4,54.1,0.555,17.0,22.0,443.5,443.5,432.8,364.9
22006,190,104.7,17.3,,,131.6,53.9,0.551,17.5,22.3,441.0,441.0,431.1,368.9
22006,200,108.9,17.6,,,137.0,53.7,0.544,17.8,22.7,438.6,438.6,429.2,372.1
22006,210,112.5,17.9,,,142.0,53.5,0.536,18.1,22.9,436.1,436.1,427.3,374.6
22006,220,115.6,18.1,,,146.4,53.2,0.526,18.4,23.2,433.7,433.7,425.3,376.6
22006,230,118.4,18.3,,,150.4,53.0,0.515,18.6,23.4,431.3,431.3,423.3,378.1
22006,240,120.7,18.4,,,154.0,52.7,0.503,18.8,23.6,428.8,428.8,421.3,379.1
22006,250,122.8,18.6,,,157.2,52.5,0.491,19.0,23.8,426.4,426.4,419.2,379.7
22006,260,124.7,18.7,,,160.3,52.2,0.48,19.1,23.9,423.9,423.9,417.0,379.7
22006,270,126.4,18.9,,,163.2,51.9,0.468,19.2,24.1,421.5,421.5,414.7,379.1
22006,280,128.2,19.0,,,166.2,51.6,0.458,19.3,24.2,419.0,419.0,412.3,377.4
22006,290,129.7,19.1,,,168.9,51.3,0.447,19.4,24.3,416.5,416.5,409.9,375.6
22006,300,130.9,19.2,,,171.4,51.0,0.436,19.4,24.4,414.1,414.1,407.5,373.8
22006,310,132.0,19.3,,,173.7,50.7,0.426,19.5,24.5,411.6,411.6,405.1,371.9
22006,320,133.0,19.4,,,175.8,50.4,0.415,19.5,24.5,409.1,409.1,402.7,370.0
22006,330,133.7,19.5,,,177.7,50.1,0.405,19.5,24.6,406.7,406.7,400.4,368.1
22006,340,134.4,19.5,,,179.5,49.8,0.395,19.5,24.7,404.2,404.2,398.0,366.2
22006,350,134.9,19.6,,,181.2,49.5,0.385,19.5,24.7,401.8,401.8,395.6,364.2
22007,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007,10,0.0,3.0,,,0.0,3.9,0.0,0.1,0.9,666.0,666.0,0.0,0.0
22007,20,0.2,8.1,,,8.4,34.0,0.008,2.5,7.1,642.8,642.8,4.2,0.0
22007,30,48.4,13.4,,,65.9,67.6,1.615,13.0,16.0,631.5,631.5,486.0,206.5
22007,40,142.4,18.0,,,165.3,74.0,3.559,24.3,22.2,627.2,627.2,613.9,530.4
22007,50,244.0,22.0,,,274.2,74.1,4.879,33.0,25.9,623.3,623.3,615.2,573.6
22007,60,347.6,25.4,,,385.7,73.8,5.794,40.3,28.8,616.6,616.6,610.7,578.3
22007,70,451.4,28.4,,,497.9,73.4,6.449,46.8,31.2,607.4,607.4,604.0,576.1
22007,80,546.9,31.0,,,602.7,73.0,6.836,52.1,33.3,595.8,595.8,594.1,571.0
22007,90,635.4,33.3,,,701.8,72.6,7.06,56.6,35.2,580.6,580.6,579.8,562.6
22007,100,718.9,35.3,,,797.6,72.2,7.189,60.5,37.0,561.1,561.1,560.7,550.1
22007,110,786.6,37.1,,,879.1,71.9,7.151,63.2,38.6,538.8,538.8,538.5,531.6
22007,120,845.3,38.7,,,951.9,71.5,7.044,65.4,40.1,517.5,517.5,517.4,513.0
22007,130,904.4,40.2,,,1026.9,71.1,6.957,67.4,41.5,497.4,497.4,497.4,493.7
22007,140,956.6,41.5,,,1094.7,70.7,6.833,69.1,42.8,479.1,479.1,479.0,475.9
22007,150,1004.0,42.6,,,1160.0,70.3,6.693,70.4,44.0,460.6,460.6,460.5,458.1
22007,160,1045.8,43.7,,,1219.4,70.0,6.536,71.5,45.2,443.4,443.4,443.3,441.4
22007,170,1080.4,44.7,,,1271.2,69.6,6.356,72.3,46.3,427.8,427.8,427.8,426.2
22007,180,1108.4,45.5,,,1316.0,69.2,6.158,72.9,47.3,414.1,414.1,414.1,412.8
22007,190,1133.9,46.4,,,1358.0,68.8,5.968,73.4,48.2,401.4,401.4,401.4,400.2
22007,200,1157.4,47.1,,,1397.9,68.4,5.787,73.8,49.1,389.7,389.7,389.7,388.7
22007,210,1181.2,47.8,,,1438.7,68.1,5.625,74.1,49.9,379.3,379.3,379.3,378.5
22007,220,1202.4,48.4,,,1476.3,67.7,5.465,74.4,50.6,369.6,369.6,369.6,368.9
22007,230,1221.1,49.0,,,1511.2,67.3,5.309,74.7,51.4,360.5,360.5,360.5,359.8
22007,240,1237.7,49.5,,,1543.6,66.9,5.157,74.8,52.1,352.0,352.0,352.0,351.4
22007,250,1251.0,50.0,,,1571.9,66.5,5.004,74.9,52.6,345.1,345.1,345.1,344.5
22007,260,1262.7,50.5,,,1598.2,66.2,4.856,74.9,53.1,338.6,338.6,338.6,338.1
22007,270,1272.7,51.0,,,1622.6,65.8,4.714,74.9,53.6,332.5,332.5,332.5,332.1
22007,280,1281.3,51.4,,,1645.5,65.4,4.576,74.9,54.1,326.7,326.7,326.7,326.3
22007,290,1288.7,51.8,,,1667.0,65.0,4.444,74.8,54.6,321.0,321.0,321.0,320.6
22007,300,1295.3,52.1,,,1687.6,64.6,4.318,74.7,55.0,315.7,315.7,315.7,315.3
22007,310,1302.7,52.5,,,1709.1,64.3,4.202,74.6,55.4,311.2,311.2,311.2,310.8
22007,320,1309.1,52.8,,,1729.3,63.9,4.091,74.5,55.7,306.9,306.9,306.9,306.5
22007,330,1314.6,53.1,,,1748.5,63.5,3.984,74.3,56.1,302.7,302.7,302.7,302.3
22007,340,1319.2,53.4,,,1766.6,63.1,3.88,74.2,56.4,298.7,298.7,298.7,298.3
22007,350,1323.0,53.7,,,1783.9,62.7,3.78,74.0,56.7,294.8,294.8,294.8,294.4
22008,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22008,10,0.0,0.5,,,0.0,2.3,0.0,0.0,0.0,651.3,651.3,0.0,0.0
22008,20,0.0,1.0,,,0.0,7.4,0.0,0.0,1.0,645.0,645.0,0.0,0.0
22008,30,0.0,1.5,,,1.1,16.4,0.0,0.4,2.8,635.4,635.4,0.0,0.0
22008,40,0.0,2.1,,,4.1,26.5,0.0,1.3,5.2,628.0,628.0,0.1,0.0
22008,50,0.2,2.6,,,10.2,36.2,0.003,2.8,7.6,620.3,620.3,12.5,0.0
22008,60,2.2,3.0,,,18.9,44.4,0.036,4.6,9.7,612.1,612.1,97.7,3.0
22008,70,5.7,3.5,,,31.4,50.5,0.081,6.8,11.9,604.4,604.4,234.0,29.5
22008,80,11.1,3.8,,,46.2,54.6,0.139,8.9,13.7,596.8,596.8,319.6,96.4
22008,90,16.9,4.2,,,61.5,57.2,0.188,11.0,15.2,590.3,590.3,381.3,169.8
22008,100,22.1,4.5,,,75.6,59.3,0.221,12.7,16.6,584.4,584.4,429.9,232.5
22008,110,27.5,4.7,,,90.1,60.3,0.25,14.2,17.6,579.0,579.0,448.0,270.1
22008,120,32.4,5.0,,,103.0,61.0,0.27,15.5,18.4,573.9,573.9,461.7,300.2
22008,130,36.8,5.2,,,115.1,61.6,0.283,16.7,19.2,568.9,568.9,471.4,324.9
22008,140,40.9,5.4,,,127.4,61.9,0.292,17.7,19.9,563.7,563.7,476.3,341.5
22008,150,44.8,5.6,,,138.3,62.0,0.299,18.6,20.5,558.8,558.8,479.6,353.2
22008,160,48.5,5.8,,,148.2,62.1,0.303,19.4,21.0,554.2,554.2,482.0,361.9
22008,170,51.9,5.9,,,156.9,62.1,0.305,20.1,21.4,549.8,549.8,483.6,369.0
22008,180,54.9,6.1,,,164.6,62.0,0.305,20.6,21.8,545.6,545.6,484.5,374.7
22008,190,57.8,6.2,,,171.8,61.9,0.304,21.1,22.1,541.5,541.5,484.0,377.6
22008,200,60.6,6.3,,,178.5,61.7,0.303,21.4,22.3,537.4,537.4,482.6,378.7
22008,210,63.1,6.4,,,184.4,61.4,0.3,21.7,22.6,533.5,533.5,481.0,379.3
22008,220,65.3,6.5,,,189.7,61.1,0.297,22.0,22.8,529.7,529.7,479.3,379.5
22008,230,67.4,6.6,,,194.4,60.9,0.293,22.2,23.0,526.1,526.1,477.4,379.3
22008,240,69.2,6.7,,,198.7,60.6,0.288,22.4,23.1,522.5,522.5,475.3,378.9
22008,250,70.9,6.8,,,202.5,60.3,0.284,22.5,23.3,519.1,519.1,473.2,378.2
22008,260,72.6,6.9,,,206.1,60.0,0.279,22.6,23.4,515.7,515.7,470.9,377.2
22008,270,74.4,6.9,,,209.8,59.7,0.275,22.7,23.5,512.3,512.3,468.6,376.0
22008,280,76.0,7.0,,,213.1,59.4,0.271,22.8,23.6,509.0,509.0,466.2,374.6
22008,290,77.5,7.1,,,216.1,59.0,0.267,22.8,23.7,505.7,505.7,463.7,373.1
22008,300,78.9,7.1,,,219.0,58.7,0.263,22.8,23.8,502.4,502.4,461.1,371.5
22008,310,80.1,7.2,,,221.6,58.4,0.258,22.9,23.8,499.2,499.2,458.6,369.8
22008,320,81.3,7.3,,,224.0,58.0,0.254,22.9,23.9,496.1,496.1,456.0,368.0
22008,330,82.3,7.3,,,226.2,57.7,0.249,22.8,24.0,492.9,492.9,453.4,366.2
22008,340,83.2,7.4,,,228.3,57.4,0.245,22.8,24.0,489.8,489.8,450.8,364.3
22008,350,84.1,7.4,,,230.3,57.0,0.24,22.8,24.1,486.7,486.7,448.1,362.4
23000,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,10,0.0,4.0,,,0.1,9.8,0.0,0.2,1.6,852.6,852.6,0.0,0.0
23000,20,22.5,11.4,,,43.3,77.3,1.125,10.3,12.6,820.9,820.9,395.6,33.0
23000,30,195.4,18.3,,,224.6,96.1,6.515,32.5,22.5,812.9,812.9,796.5,695.1
23000,40,399.7,24.2,,,441.6,96.1,9.992,48.9,27.8,805.8,805.8,796.8,752.3
23000,50,624.1,29.2,,,680.0,95.6,12.483,63.1,31.9,788.8,788.8,785.3,750.4
23000,60,834.9,33.4,,,907.8,95.1,13.914,74.4,35.2,759.8,759.8,759.0,736.8
23000,70,1027.9,37.0,,,1124.4,94.6,14.684,83.0,38.5,712.3,712.3,712.1,703.4
23000,80,1190.8,40.1,,,1315.9,94.1,14.885,89.3,41.4,661.3,661.3,661.2,657.5
23000,90,1343.1,42.8,,,1502.0,93.6,14.923,94.4,44.2,611.4,611.4,611.4,609.3
23000,100,1475.1,45.2,,,1671.9,93.1,14.751,98.2,47.0,563.5,563.5,563.5,562.5
23000,110,1580.2,47.3,,,1815.3,92.7,14.366,100.8,49.4,522.9,522.9,522.9,522.3
23000,120,1676.7,49.2,,,1951.2,92.2,13.973,103.0,51.6,488.6,488.6,488.6,488.0
23000,130,1764.3,50.8,,,2076.8,91.7,13.571,104.8,53.7,459.3,459.3,459.3,458.7
23000,140,1836.4,52.3,,,2183.7,91.2,13.117,106.3,55.4,438.4,438.4,438.4,437.8
23000,150,1899.4,53.6,,,2279.8,90.7,12.663,107.5,57.0,419.6,419.6,419.6,419.0
23000,160,1962.7,54.8,,,2376.2,90.2,12.267,108.7,58.3,405.4,405.4,405.4,404.8
23000,170,2019.1,55.9,,,2464.6,89.7,11.877,109.7,59.5,392.7,392.7,392.7,392.2
23000,180,2067.1,56.9,,,2543.9,89.2,11.484,110.5,60.7,380.7,380.7,380.7,380.2
23000,190,2104.9,57.8,,,2612.8,88.7,11.079,110.9,61.7,369.5,369.5,369.5,369.0
23000,200,2137.9,58.6,,,2675.7,88.2,10.69,111.2,62.7,359.2,359.2,359.2,358.7
23000,210,2166.7,59.4,,,2733.3,87.8,10.318,111.4,63.6,349.5,349.5,349.5,349.0
23000,220,2196.6,60.0,,,2791.3,87.3,9.984,111.7,64.4,342.0,342.0,342.0,341.5
23000,230,2222.6,60.7,,,2845.1,86.8,9.664,111.8,65.1,335.0,335.0,335.0,334.5
23000,240,2245.4,61.3,,,2894.9,86.3,9.356,111.9,65.8,328.5,328.5,328.5,328.0
23000,250,2265.8,61.8,,,2941.8,85.8,9.063,112.0,66.5,322.3,322.3,322.3,321.8
23000,260,2271.7,62.3,,,2968.7,85.3,8.737,111.7,66.9,318.0,318.0,318.0,317.5
23000,270,2263.3,62.8,,,2975.6,84.8,8.383,111.2,67.1,315.4,315.4,315.4,314.9
23000,280,2253.3,63.3,,,2979.3,84.3,8.047,110.7,67.1,313.4,313.4,313.4,312.9
23000,290,2242.8,63.7,,,2982.6,83.8,7.734,110.1,67.1,311.4,311.4,311.4,310.9
23000,300,2231.9,64.1,,,2985.4,83.3,7.44,109.5,67.2,309.4,309.4,309.4,309.0
23000,310,2220.7,64.5,,,2987.8,82.9,7.164,109.0,67.2,307.5,307.5,307.5,307.0
23000,320,2209.3,64.8,,,2989.9,82.4,6.904,108.4,67.2,305.5,305.5,305.5,305.1
23000,330,2197.5,65.1,,,2991.7,81.9,6.659,107.8,67.2,303.6,303.6,303.6,303.2
23000,340,2185.6,65.4,,,2993.3,81.4,6.428,107.2,67.2,301.7,301.7,301.7,301.3
23000,350,2173.5,65.7,,,2994.7,80.9,6.21,106.5,67.3,299.8,299.8,299.8,299.4
23001,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23001,10,0.0,4.5,,,0.8,16.1,0.0,0.4,2.3,825.7,825.7,0.0,0.0
23001,20,58.5,13.3,,,81.7,89.9,2.925,15.8,15.9,781.7,781.7,621.9,232.5
23001,30,255.4,21.2,,,290.1,95.6,8.512,37.1,24.6,775.0,775.0,760.9,691.5
23001,40,486.9,27.8,,,535.0,95.1,12.172,55.1,30.3,761.4,761.4,753.1,706.0
23001,50,713.0,33.2,,,776.7,94.6,14.259,69.6,34.6,734.6,734.6,732.7,697.3
23001,60,920.9,37.8,,,1006.5,94.1,15.349,80.6,38.6,686.4,686.4,686.0,670.1
23001,70,1099.4,41.6,,,1213.1,93.7,15.706,88.6,42.3,628.2,628.2,628.2,622.9
23001,80,1250.9,44.9,,,1402.3,93.2,15.636,94.0,46.1,560.7,560.7,560.7,559.8
23001,90,1374.9,47.8,,,1575.6,92.7,15.277,97.2,50.2,488.2,488.2,488.2,487.9
23001,100,1481.0,50.3,,,1735.5,92.2,14.81,99.3,54.1,429.8,429.8,429.8,429.6
23001,110,1568.6,52.5,,,1876.7,91.7,14.26,100.8,57.6,386.0,386.0,386.0,385.8
23001,120,1645.9,54.5,,,2007.5,91.2,13.716,101.8,60.9,351.1,351.1,351.1,350.9
23001,130,1724.4,56.2,,,2124.0,90.7,13.265,103.7,63.0,334.2,334.2,334.2,334.0
23001,140,1787.6,57.8,,,2225.4,90.3,12.768,104.9,65.1,318.0,318.0,318.0,317.8
23001,150,1833.5,59.2,,,2313.3,89.8,12.224,105.3,67.0,301.6,301.6,301.6,301.4
23001,160,1875.0,60.4,,,2393.0,89.3,11.719,105.7,68.8,287.9,287.9,287.9,287.8
23001,170,1895.9,61.6,,,2432.6,88.8,11.152,105.9,69.3,283.2,283.2,283.2,283.1
23001,180,1913.9,62.7,,,2469.2,88.3,10.633,106.0,69.7,278.6,278.6,278.6,278.4
23001,190,1916.5,63.6,,,2485.5,87.8,10.087,105.7,70.0,275.6,275.6,275.6,275.4
23001,200,1914.8,64.5,,,2496.3,87.3,9.574,105.4,70.1,273.1,273.1,273.1,273.0
23001,210,1911.8,65.4,,,2505.6,86.9,9.104,105.0,70.2,270.8,270.8,270.8,270.6
23001,220,1907.7,66.1,,,2513.7,86.4,8.671,104.6,70.3,268.6,268.6,268.6,268.4
23001,230,1898.3,66.8,,,2515.3,85.9,8.253,104.0,70.4,266.9,266.9,266.9,266.8
23001,240,1887.5,67.5,,,2515.3,85.4,7.865,103.5,70.4,265.4,265.4,265.4,265.2
23001,250,1876.8,68.1,,,2515.3,84.9,7.507,102.9,70.4,263.9,263.9,263.9,263.7
23001,260,1866.1,68.7,,,2515.3,84.4,7.177,102.3,70.4,262.4,262.4,262.4,262.2
23001,270,1855.4,69.2,,,2515.3,84.0,6.872,101.7,70.4,260.9,260.9,260.9,260.7
23001,280,1844.7,69.7,,,2515.3,83.5,6.588,101.1,70.4,259.4,259.4,259.4,259.2
23001,290,1834.0,70.2,,,2515.3,83.0,6.324,100.5,70.4,257.9,257.9,257.9,257.7
23001,300,1823.2,70.7,,,2515.3,82.5,6.077,99.9,70.4,256.4,256.4,256.4,256.2
23001,310,1812.5,71.1,,,2515.3,82.0,5.847,99.3,70.4,254.8,254.8,254.8,254.7
23001,320,1801.8,71.5,,,2515.3,81.5,5.631,98.8,70.4,253.3,253.3,253.3,253.2
23001,330,1791.1,71.9,,,2515.3,81.0,5.428,98.2,70.4,251.8,251.8,251.8,251.7
23001,340,1780.4,72.2,,,2515.3,80.6,5.236,97.6,70.4,250.3,250.3,250.3,250.2
23001,350,1769.6,72.6,,,2515.3,80.1,5.056,97.0,70.4,248.8,248.8,248.8,248.7
23003,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23003,10,0.0,3.0,,,0.0,4.4,0.0,0.1,0.9,700.6,700.6,0.0,0.0
23003,20,0.5,8.5,,,11.0,39.6,0.026,3.2,7.8,675.4,675.4,12.7,0.0
23003,30,64.3,14.1,,,83.1,73.3,2.142,15.6,17.1,664.3,664.3,563.3,299.8
23003,40,173.4,18.9,,,199.0,78.2,4.336,27.8,23.1,660.2,660.2,648.0,575.1
23003,50,288.4,23.1,,,322.2,78.0,5.768,37.1,26.8,655.6,655.6,647.6,607.8
23003,60,412.3,26.6,,,455.1,77.6,6.872,45.5,29.8,646.8,646.8,641.7,609.7
23003,70,526.0,29.7,,,578.1,77.2,7.514,52.3,32.3,636.0,636.0,633.7,606.2
23003,80,635.6,32.5,,,698.8,76.8,7.945,58.1,34.5,620.4,620.4,619.3,598.6
23003,90,737.7,34.8,,,814.3,76.4,8.197,62.9,36.5,598.2,598.2,597.7,584.8
23003,100,823.8,36.9,,,915.5,76.0,8.238,66.5,38.4,572.9,572.9,572.7,565.1
23003,110,896.1,38.8,,,1003.6,75.6,8.146,69.3,40.1,547.5,547.5,547.4,543.1
23003,120,968.8,40.4,,,1094.5,75.2,8.074,71.8,41.7,523.6,523.6,523.5,520.0
23003,130,1033.1,41.9,,,1177.2,74.8,7.947,73.9,43.3,501.4,501.4,501.4,498.6
23003,140,1090.6,43.2,,,1255.4,74.4,7.79,75.5,44.7,479.1,479.1,479.1,477.0
23003,150,1141.1,44.4,,,1325.9,74.0,7.607,76.9,46.1,458.6,458.6,458.5,457.0
23003,160,1180.2,45.5,,,1385.0,73.6,7.376,77.7,47.3,441.1,441.1,441.1,439.9
23003,170,1215.4,46.5,,,1439.7,73.2,7.15,78.5,48.4,425.1,425.1,425.1,424.1
23003,180,1247.9,47.4,,,1491.5,72.8,6.933,79.1,49.5,410.3,410.3,410.3,409.5
23003,190,1280.0,48.3,,,1543.4,72.4,6.737,79.7,50.5,397.4,397.4,397.4,396.7
23003,200,1308.5,49.0,,,1591.0,72.0,6.542,80.1,51.4,385.5,385.5,385.5,384.9
23003,210,1333.1,49.7,,,1634.3,71.6,6.348,80.5,52.3,374.6,374.6,374.6,374.1
23003,220,1353.5,50.4,,,1672.4,71.2,6.152,80.7,53.0,365.7,365.7,365.7,365.2
23003,230,1370.9,51.0,,,1707.3,70.8,5.961,80.9,53.7,357.3,357.3,357.3,356.9
23003,240,1386.3,51.5,,,1739.7,70.4,5.776,80.9,54.3,349.5,349.5,349.5,349.0
23003,250,1399.7,52.0,,,1769.9,70.0,5.599,81.0,54.9,342.1,342.1,342.1,341.7
23003,260,1411.7,52.5,,,1798.2,69.6,5.43,81.0,55.5,335.2,335.2,335.2,334.8
23003,270,1424.6,53.0,,,1827.5,69.2,5.276,81.0,56.0,329.5,329.5,329.5,329.1
23003,280,1436.0,53.4,,,1855.0,68.8,5.129,81.0,56.4,324.1,324.1,324.1,323.7
23003,290,1446.0,53.8,,,1880.8,68.4,4.986,81.0,56.9,319.0,319.0,319.0,318.6
23003,300,1454.6,54.1,,,1905.1,68.0,4.849,80.9,57.3,314.1,314.1,314.1,313.7
23003,310,1462.0,54.5,,,1928.1,67.6,4.716,80.8,57.7,309.5,309.5,309.5,309.1
23003,320,1468.4,54.8,,,1949.7,67.2,4.589,80.7,58.1,305.1,305.1,305.1,304.7
23003,330,1472.7,55.1,,,1969.6,66.8,4.463,80.5,58.5,300.5,300.5,300.5,300.1
23003,340,1475.5,55.4,,,1987.8,66.4,4.34,80.2,58.8,296.0,296.0,296.0,295.6
23003,350,1477.5,55.7,,,2005.2,66.0,4.221,79.9,59.1,291.6,291.6,291.6,291.2
