TRACK,BEGIN,END,TREATMENT,MANUAL,NEWTRACK,ADJUST,OFFSET,RETAIN,CURVE,CYCLE,ELIGIBILITY
2,30,756,CC,false,2,A,0,0,,0,
4,54,756,CC,false,4,A,0,0,,0,
6,82,756,CC,false,6,A,0,0,,0,
8,58,756,CC,false,8,A,0,0,,0,
10,30,756,CC,false,10,A,0,0,,0,
12,90,756,CC,false,13,A,0,0,,0,
13,90,756,CC,false,13,A,0,0,,0,
15,94,756,CC,false,15,A,0,0,,0,
18,58,756,CC,false,18,A,0,0,,0,
20,58,756,CC,false,20,A,0,0,,0,
22,58,756,CC,false,22,A,0,0,,0,
24,58,756,CC,false,24,A,0,0,,0,
26,58,756,CC,false,26,A,0,0,,0,
28,78,756,CC,false,29,A,0,0,,0,
29,78,756,CC,false,29,A,0,0,,0,
31,62,756,CC,false,32,A,0,0,,0,
32,62,756,CC,false,32,A,0,0,,0,
34,58,756,CC,false,35,A,0,0,,0,
35,58,756,CC,false,35,A,0,0,,0,
37,82,756,CC,false,38,A,0,0,,0,
38,82,756,CC,false,38,A,0,0,,0,
40,54,756,CC,false,40,A,0,0,,0,
42,58,756,CC,false,43,A,0,0,,0,
43,58,756,CC,false,43,A,0,0,,0,
45,58,756,CC,false,46,A,0,0,,0,
46,58,756,CC,false,46,A,0,0,,0,
49,58,756,CC,false,49,A,0,0,,0,
51,58,756,CC,false,51,A,0,0,,0,
53,66,756,CC,false,54,A,0,0,,0,
54,66,756,CC,false,54,A,0,0,,0,
56,58,756,CC,false,56,A,0,0,,0,
58,58,756,CC,false,58,A,0,0,,0,
60,78,756,CC,false,61,A,0,0,,0,
61,78,756,CC,false,61,A,0,0,,0,
63,94,756,CC,false,64,A,0,0,,0,
64,94,756,CC,false,64,A,0,0,,0,
66,90,756,CC,false,67,A,0,0,,0,
67,90,756,CC,false,67,A,0,0,,0,
69,82,756,CC,false,70,A,0,0,,0,
70,82,756,CC,false,70,A,0,0,,0,
73,58,756,CC,false,73,A,0,0,,0,
75,58,756,CC,false,76,A,0,0,,0,
76,58,756,CC,false,76,A,0,0,,0,
78,94,756,CC,false,78,A,0,0,,0,
80,58,756,CC,false,20,A,0,0,,0,
82,90,756,CC,false,83,A,0,0,,0,
83,90,756,CC,false,83,A,0,0,,0,
85,30,756,CC,false,85,A,0,0,,0,
87,94,756,CC,false,87,A,0,0,,0,
89,78,756,CC,false,90,A,0,0,,0,
90,78,756,CC,false,90,A,0,0,,0,
92,62,756,CC,false,93,A,0,0,,0,
93,62,756,CC,false,93,A,0,0,,0,
95,30,756,CC,false,95,A,0,0,,0,
97,30,756,CC,false,97,A,0,0,,0,
99,94,756,CC,false,99,A,0,0,,0,
101,62,756,CC,false,102,A,0,0,,0,
102,62,756,CC,false,102,A,0,0,,0,
105,58,756,CC,false,8,A,0,0,,0,
107,62,756,CC,false,108,A,0,0,,0,
108,62,756,CC,false,108,A,0,0,,0,
110,58,756,CC,false,110,A,0,0,,0,
112,58,756,CC,false,112,A,0,0,,0,
114,58,756,CC,false,114,A,0,0,,0,
116,62,756,CC,false,117,A,0,0,,0,
117,62,756,CC,false,117,A,0,0,,0,
119,58,756,CC,false,120,A,0,0,,0,
120,58,756,CC,false,120,A,0,0,,0,
123,58,756,CC,false,123,A,0,0,,0,
125,62,756,CC,false,125,A,0,0,,0,
127,58,756,CC,false,128,A,0,0,,0,
128,58,756,CC,false,128,A,0,0,,0,
130,58,756,CC,false,130,A,0,0,,0,
132,78,756,CC,false,133,A,0,0,,0,
133,78,756,CC,false,133,A,0,0,,0,
135,62,756,CC,false,136,A,0,0,,0,
136,62,756,CC,false,136,A,0,0,,0,
139,82,756,CC,false,140,A,0,0,,0,
140,82,756,CC,false,140,A,0,0,,0,
142,58,756,CC,false,142,A,0,0,,0,
144,58,756,CC,false,144,A,0,0,,0,
146,58,756,CC,false,147,A,0,0,,0,
147,58,756,CC,false,147,A,0,0,,0,
149,66,756,CC,false,150,A,0,0,,0,
150,66,756,CC,false,150,A,0,0,,0,
152,62,756,CC,false,153,A,0,0,,0,
153,62,756,CC,false,153,A,0,0,,0,
155,54,756,CC,false,155,A,0,0,,0,
157,90,756,CC,false,158,A,0,0,,0,
158,90,756,CC,false,158,A,0,0,,0,
160,58,756,CC,false,160,A,0,0,,0,
162,62,756,CC,false,163,A,0,0,,0,
163,62,756,CC,false,163,A,0,0,,0,
165,66,756,CC,false,166,A,0,0,,0,
166,66,756,CC,false,166,A,0,0,,0,
168,30,756,CC,false,168,A,0,0,,0,
170,58,756,CC,false,170,A,0,0,,0,
172,58,756,CC,false,173,A,0,0,,0,
173,58,756,CC,false,173,A,0,0,,0,
175,58,756,CC,false,175,A,0,0,,0,
177,54,756,CC,false,177,A,0,0,,0,
179,82,756,CC,false,180,A,0,0,,0,
180,82,756,CC,false,180,A,0,0,,0,
183,58,756,CC,false,183,A,0,0,,0,
185,58,756,CC,false,185,A,0,0,,0,
187,30,756,CC,false,187,A,0,0,,0,
189,78,756,CC,false,190,A,0,0,,0,
190,78,756,CC,false,190,A,0,0,,0,
192,58,756,CC,false,192,A,0,0,,0,
194,78,756,CC,false,194,A,0,0,,0,
196,54,756,CC,false,196,A,0,0,,0,
198,58,756,CC,false,198,A,0,0,,0,
200,94,756,CC,false,78,A,0,0,,0,
202,94,756,CC,false,203,A,0,0,,0,
203,94,756,CC,false,203,A,0,0,,0,
205,58,756,CC,false,206,A,0,0,,0,
206,58,756,CC,false,206,A,0,0,,0,
208,30,756,CC,false,208,A,0,0,,0,
210,54,756,CC,false,210,A,0,0,,0,
212,58,756,CC,false,212,A,0,0,,0,
214,82,756,CC,false,214,A,0,0,,0,
216,30,756,CC,false,216,A,0,0,,0,
218,62,756,CC,false,219,A,0,0,,0,
219,62,756,CC,false,219,A,0,0,,0,
221,78,756,CC,false,222,A,0,0,,0,
222,78,756,CC,false,222,A,0,0,,0,
224,30,756,CC,false,224,A,0,0,,0,
226,58,756,CC,false,227,A,0,0,,0,
227,58,756,CC,false,227,A,0,0,,0,
229,58,756,CC,false,230,A,0,0,,0,
230,58,756,CC,false,230,A,0,0,,0,
232,78,756,CC,false,233,A,0,0,,0,
233,78,756,CC,false,233,A,0,0,,0,
235,66,756,CC,false,236,A,0,0,,0,
236,66,756,CC,false,236,A,0,0,,0,
238,74,756,CC,false,239,A,0,0,,0,
239,74,756,CC,false,239,A,0,0,,0,
241,66,756,CC,false,242,A,0,0,,0,
242,66,756,CC,false,242,A,0,0,,0,
244,54,756,CC,false,244,A,0,0,,0,
246,58,756,CC,false,246,A,0,0,,0,
248,58,756,CC,false,249,A,0,0,,0,
249,58,756,CC,false,249,A,0,0,,0,
251,94,756,CC,false,252,A,0,0,,0,
252,94,756,CC,false,252,A,0,0,,0,
254,58,756,CC,false,255,A,0,0,,0,
255,58,756,CC,false,255,A,0,0,,0,
257,58,756,CC,false,257,A,0,0,,0,
259,82,756,CC,false,260,A,0,0,,0,
260,82,756,CC,false,260,A,0,0,,0,
262,78,756,CC,false,263,A,0,0,,0,
263,78,756,CC,false,263,A,0,0,,0,
265,58,756,CC,false,265,A,0,0,,0,
267,30,756,CC,false,267,A,0,0,,0,
269,58,756,CC,false,270,A,0,0,,0,
270,58,756,CC,false,270,A,0,0,,0,
272,58,756,CC,false,272,A,0,0,,0,
274,58,756,CC,false,274,A,0,0,,0,
276,58,756,CC,false,277,A,0,0,,0,
277,58,756,CC,false,277,A,0,0,,0,
279,58,756,CC,false,279,A,0,0,,0,
281,58,756,CC,false,281,A,0,0,,0,
283,58,756,CC,false,283,A,0,0,,0,
285,58,756,CC,false,285,A,0,0,,0,
287,54,756,CC,false,40,A,0,0,,0,
289,58,756,CC,false,290,A,0,0,,0,
290,58,756,CC,false,290,A,0,0,,0,
292,94,756,CC,false,292,A,0,0,,0,
294,54,756,CC,false,294,A,0,0,,0,
296,58,756,CC,false,296,A,0,0,,0,
299,82,756,CC,false,300,A,0,0,,0,
300,82,756,CC,false,300,A,0,0,,0,
302,78,756,CC,false,303,A,0,0,,0,
303,78,756,CC,false,303,A,0,0,,0,
305,58,756,CC,false,306,A,0,0,,0,
306,58,756,CC,false,306,A,0,0,,0,
308,58,756,CC,false,308,A,0,0,,0,
