TRACK,OFFSET,NEXTAGE,CYCLE,AU,IFM,ORIGIN,SILV_STATE,RETENTION
61,0,0,0,985503003,managed,planted,cc_pl,0.497101452628146
62,0,0,0,985501001,unmanaged,natural,baseline,0.040950023928988
63,0,0,0,985501001,managed,natural,baseline,0.040950023928988
64,0,0,0,985501001,managed,planted,cc_pl,0.040950023928988
65,0,0,0,985501003,unmanaged,natural,baseline,0.795168603959491
66,0,0,0,985501003,managed,natural,baseline,0.795168603959491
67,0,0,0,985501003,managed,planted,cc_pl,0.795168603959491
68,0,0,0,985502003,unmanaged,natural,baseline,0.035
69,0,0,0,985502003,managed,natural,baseline,0.035
70,0,0,0,985502003,managed,planted,cc_pl,0.035
71,0,0,0,985502002,unmanaged,planted,cc_pl,0.035
72,0,0,0,985503000,unmanaged,planted,cc_pl,0.047770491905831
73,0,0,0,985503000,managed,planted,cc_pl,0.047770491905831
74,0,0,0,985501000,unmanaged,natural,baseline,0.226425461344206
75,0,0,0,985501000,managed,natural,baseline,0.226425461344206
76,0,0,0,985501000,managed,planted,cc_pl,0.226425461344206
77,0,0,0,985501001,unmanaged,planted,cc_pl,0.035
78,0,0,0,985501001,managed,planted,cc_pl,0.035
79,0,0,0,985501000,unmanaged,natural,baseline,0.035
80,0,0,0,985501000,managed,natural,baseline,0.035
81,0,0,0,985501003,unmanaged,natural,baseline,0.089446694663384
82,0,0,0,985501003,managed,natural,baseline,0.089446694663384
83,0,0,0,985501003,managed,planted,cc_pl,0.089446694663384
84,0,0,0,985502004,unmanaged,planted,cc_pl,0.179126780072567
85,0,0,0,985502004,managed,planted,cc_pl,0.179126780072567
86,0,0,0,985501001,unmanaged,planted,cc_pl,0.11179494433963
87,0,0,0,985501001,managed,planted,cc_pl,0.11179494433963
88,0,0,0,985503003,unmanaged,natural,baseline,0.035
89,0,0,0,985503003,managed,natural,baseline,0.035
90,0,0,0,985503003,managed,planted,cc_pl,0.035
91,0,0,0,985502002,unmanaged,natural,baseline,0.825222811817728
92,0,0,0,985502002,managed,natural,baseline,0.825222811817728
93,0,0,0,985502002,managed,planted,cc_pl,0.825222811817728
94,0,0,0,985502004,unmanaged,planted,cc_pl,0.715073525371983
95,0,0,0,985502004,managed,planted,cc_pl,0.715073525371983
96,0,0,0,985502004,unmanaged,planted,cc_pl,0.565949293976324
97,0,0,0,985502004,managed,planted,cc_pl,0.565949293976324
98,0,0,0,985501001,unmanaged,planted,cc_pl,0.177146481856507
99,0,0,0,985501001,managed,planted,cc_pl,0.177146481856507
100,0,0,0,985502002,unmanaged,natural,baseline,0.282280865427848
101,0,0,0,985502002,managed,natural,baseline,0.282280865427848
102,0,0,0,985502002,managed,planted,cc_pl,0.282280865427848
103,0,0,0,985502008,unmanaged,natural,baseline,1.0
104,0,0,0,985503000,unmanaged,natural,baseline,0.035
105,0,0,0,985503000,managed,natural,baseline,0.035
106,0,0,0,985502002,unmanaged,natural,baseline,0.281513567409352
107,0,0,0,985502002,managed,natural,baseline,0.281513567409352
108,0,0,0,985502002,managed,planted,cc_pl,0.281513567409352
109,0,0,0,985503000,unmanaged,planted,cc_pl,0.595791786279342
110,0,0,0,985503000,managed,planted,cc_pl,0.595791786279342
111,0,0,0,985503000,unmanaged,planted,cc_pl,0.501422323682337
112,0,0,0,985503000,managed,planted,cc_pl,0.501422323682337
113,0,0,0,985501000,unmanaged,planted,cc_pl,0.122079092444068
114,0,0,0,985501000,managed,planted,cc_pl,0.122079092444068
115,0,0,0,985502002,unmanaged,natural,baseline,0.162590585993911
116,0,0,0,985502002,managed,natural,baseline,0.162590585993911
117,0,0,0,985502002,managed,planted,cc_pl,0.162590585993911
118,0,0,0,985502001,unmanaged,natural,baseline,0.326381380930685
119,0,0,0,985502001,managed,natural,baseline,0.326381380930685
120,0,0,0,985502001,managed,planted,cc_pl,0.326381380930685
121,0,0,0,985501001,unmanaged,natural,baseline,1.0
122,0,0,0,985503000,unmanaged,planted,cc_pl,0.581197300518106
123,0,0,0,985503000,managed,planted,cc_pl,0.581197300518106
124,0,0,0,985502002,unmanaged,planted,cc_pl,0.223464870626845
125,0,0,0,985502002,managed,planted,cc_pl,0.223464870626845
126,0,0,0,985501000,unmanaged,natural,baseline,0.078365529059234
127,0,0,0,985501000,managed,natural,baseline,0.078365529059234
128,0,0,0,985501000,managed,planted,cc_pl,0.078365529059234
129,0,0,0,985503000,unmanaged,planted,cc_pl,0.691962124571385
130,0,0,0,985503000,managed,planted,cc_pl,0.691962124571385
131,0,0,0,985503003,unmanaged,natural,baseline,0.610979902530386
132,0,0,0,985503003,managed,natural,baseline,0.610979902530386
133,0,0,0,985503003,managed,planted,cc_pl,0.610979902530386
134,0,0,0,985502002,unmanaged,natural,baseline,0.874630288290976
135,0,0,0,985502002,managed,natural,baseline,0.874630288290976
136,0,0,0,985502002,managed,planted,cc_pl,0.874630288290976
137,0,0,0,985503003,unmanaged,planted,cc_pl,0.035
138,0,0,0,985502003,unmanaged,natural,baseline,0.114577176477186
139,0,0,0,985502003,managed,natural,baseline,0.114577176477186
140,0,0,0,985502003,managed,planted,cc_pl,0.114577176477186
141,0,0,0,985503000,unmanaged,planted,cc_pl,0.301627962835364
142,0,0,0,985503000,managed,planted,cc_pl,0.301627962835364
143,0,0,0,985501000,unmanaged,planted,cc_pl,0.070347781261467
144,0,0,0,985501000,managed,planted,cc_pl,0.070347781261467
145,0,0,0,985503000,unmanaged,natural,baseline,0.38787045574894
146,0,0,0,985503000,managed,natural,baseline,0.38787045574894
147,0,0,0,985503000,managed,planted,cc_pl,0.38787045574894
148,0,0,0,985502007,unmanaged,natural,baseline,0.318435268261237
149,0,0,0,985502007,managed,natural,baseline,0.318435268261237
150,0,0,0,985502007,managed,planted,cc_pl,0.318435268261237
151,0,0,0,985502002,unmanaged,natural,baseline,0.30017286652235
152,0,0,0,985502002,managed,natural,baseline,0.30017286652235
153,0,0,0,985502002,managed,planted,cc_pl,0.30017286652235
154,0,0,0,985503001,unmanaged,planted,cc_pl,0.215510706603254
155,0,0,0,985503001,managed,planted,cc_pl,0.215510706603254
156,0,0,0,985501003,unmanaged,natural,baseline,0.765111328934803
157,0,0,0,985501003,managed,natural,baseline,0.765111328934803
158,0,0,0,985501003,managed,planted,cc_pl,0.765111328934803
159,0,0,0,985502001,unmanaged,planted,cc_pl,0.047528581136063
160,0,0,0,985502001,managed,planted,cc_pl,0.047528581136063
161,0,0,0,985502002,unmanaged,natural,baseline,0.145812436284451
162,0,0,0,985502002,managed,natural,baseline,0.145812436284451
163,0,0,0,985502002,managed,planted,cc_pl,0.145812436284451
164,0,0,0,985502008,unmanaged,natural,baseline,0.99
165,0,0,0,985502008,managed,natural,baseline,0.99
166,0,0,0,985502008,managed,planted,cc_pl,0.99
167,0,0,0,985502004,unmanaged,planted,cc_pl,0.882185468875652
168,0,0,0,985502004,managed,planted,cc_pl,0.882185468875652
169,0,0,0,985503000,unmanaged,planted,cc_pl,0.051842828000545
170,0,0,0,985503000,managed,planted,cc_pl,0.051842828000545
171,0,0,0,985503000,unmanaged,natural,baseline,0.442500513712955
172,0,0,0,985503000,managed,natural,baseline,0.442500513712955
173,0,0,0,985503000,managed,planted,cc_pl,0.442500513712955
174,0,0,0,985501000,unmanaged,planted,cc_pl,0.648827333101125
175,0,0,0,985501000,managed,planted,cc_pl,0.648827333101125
176,0,0,0,985503001,unmanaged,planted,cc_pl,0.144428337899884
177,0,0,0,985503001,managed,planted,cc_pl,0.144428337899884
178,0,0,0,985502003,unmanaged,natural,baseline,0.404335644977407
179,0,0,0,985502003,managed,natural,baseline,0.404335644977407
180,0,0,0,985502003,managed,planted,cc_pl,0.404335644977407
181,0,0,0,985501003,unmanaged,natural,baseline,1.0
182,0,0,0,985503000,unmanaged,planted,cc_pl,0.149568075902232
183,0,0,0,985503000,managed,planted,cc_pl,0.149568075902232
184,0,0,0,985502001,unmanaged,planted,cc_pl,0.046376978165406
185,0,0,0,985502001,managed,planted,cc_pl,0.046376978165406
186,0,0,0,985502004,unmanaged,planted,cc_pl,0.661131377675157
187,0,0,0,985502004,managed,planted,cc_pl,0.661131377675157
188,0,0,0,985503003,unmanaged,natural,baseline,0.494232493334407
189,0,0,0,985503003,managed,natural,baseline,0.494232493334407
190,0,0,0,985503003,managed,planted,cc_pl,0.494232493334407
191,0,0,0,985503000,unmanaged,planted,cc_pl,0.937094606722601
192,0,0,0,985503000,managed,planted,cc_pl,0.937094606722601
193,0,0,0,985503003,unmanaged,planted,cc_pl,0.044747027281018
194,0,0,0,985503003,managed,planted,cc_pl,0.044747027281018
195,0,0,0,985503001,unmanaged,planted,cc_pl,0.072316093064927
196,0,0,0,985503001,managed,planted,cc_pl,0.072316093064927
197,0,0,0,985503000,unmanaged,planted,cc_pl,0.374414632392907
198,0,0,0,985503000,managed,planted,cc_pl,0.374414632392907
199,0,0,0,985501001,unmanaged,natural,baseline,0.035
200,0,0,0,985501001,managed,natural,baseline,0.035
201,0,0,0,985501001,unmanaged,natural,baseline,0.083839292567014
202,0,0,0,985501001,managed,natural,baseline,0.083839292567014
203,0,0,0,985501001,managed,planted,cc_pl,0.083839292567014
204,0,0,0,985503000,unmanaged,natural,baseline,0.207666800176193
205,0,0,0,985503000,managed,natural,baseline,0.207666800176193
206,0,0,0,985503000,managed,planted,cc_pl,0.207666800176193
207,0,0,0,985502004,unmanaged,planted,cc_pl,0.688008632091097
208,0,0,0,985502004,managed,planted,cc_pl,0.688008632091097
209,0,0,0,985503001,unmanaged,planted,cc_pl,0.346509070480962
210,0,0,0,985503001,managed,planted,cc_pl,0.346509070480962
211,0,0,0,985503000,unmanaged,planted,cc_pl,0.153269833161428
212,0,0,0,985503000,managed,planted,cc_pl,0.153269833161428
213,0,0,0,985502003,unmanaged,planted,cc_pl,0.314062835092469
214,0,0,0,985502003,managed,planted,cc_pl,0.314062835092469
215,0,0,0,985502004,unmanaged,planted,cc_pl,0.270071285180665
216,0,0,0,985502004,managed,planted,cc_pl,0.270071285180665
217,0,0,0,985502002,unmanaged,natural,baseline,0.811866701682445
218,0,0,0,985502002,managed,natural,baseline,0.811866701682445
219,0,0,0,985502002,managed,planted,cc_pl,0.811866701682445
220,0,0,0,985503003,unmanaged,natural,baseline,0.087739129426273
221,0,0,0,985503003,managed,natural,baseline,0.087739129426273
222,0,0,0,985503003,managed,planted,cc_pl,0.087739129426273
223,0,0,0,985502004,unmanaged,planted,cc_pl,0.576205377358853
224,0,0,0,985502004,managed,planted,cc_pl,0.576205377358853
225,0,0,0,985501000,unmanaged,natural,baseline,0.228867422610761
226,0,0,0,985501000,managed,natural,baseline,0.228867422610761
227,0,0,0,985501000,managed,planted,cc_pl,0.228867422610761
228,0,0,0,985502005,unmanaged,natural,baseline,0.28031497264675
229,0,0,0,985502005,managed,natural,baseline,0.28031497264675
230,0,0,0,985502005,managed,planted,cc_pl,0.28031497264675
231,0,0,0,985503003,unmanaged,natural,baseline,0.144298309458217
232,0,0,0,985503003,managed,natural,baseline,0.144298309458217
233,0,0,0,985503003,managed,planted,cc_pl,0.144298309458217
234,0,0,0,985502007,unmanaged,natural,baseline,0.140458869078009
235,0,0,0,985502007,managed,natural,baseline,0.140458869078009
236,0,0,0,985502007,managed,planted,cc_pl,0.140458869078009
237,0,0,0,985502006,unmanaged,natural,baseline,0.99
238,0,0,0,985502006,managed,natural,baseline,0.99
239,0,0,0,985502006,managed,planted,cc_pl,0.99
240,0,0,0,985502007,unmanaged,natural,baseline,0.180154264313365
241,0,0,0,985502007,managed,natural,baseline,0.180154264313365
242,0,0,0,985502007,managed,planted,cc_pl,0.180154264313365
243,0,0,0,985503001,unmanaged,planted,cc_pl,0.052357027640407
244,0,0,0,985503001,managed,planted,cc_pl,0.052357027640407
245,0,0,0,985501000,unmanaged,planted,cc_pl,0.574279042279409
246,0,0,0,985501000,managed,planted,cc_pl,0.574279042279409
247,0,0,0,985501000,unmanaged,natural,baseline,0.112373765353201
248,0,0,0,985501000,managed,natural,baseline,0.112373765353201
249,0,0,0,985501000,managed,planted,cc_pl,0.112373765353201
250,0,0,0,985501001,unmanaged,natural,baseline,0.448147897409673
251,0,0,0,985501001,managed,natural,baseline,0.448147897409673
252,0,0,0,985501001,managed,planted,cc_pl,0.448147897409673
253,0,0,0,985503000,unmanaged,natural,baseline,0.073003775770929
254,0,0,0,985503000,managed,natural,baseline,0.073003775770929
255,0,0,0,985503000,managed,planted,cc_pl,0.073003775770929
256,0,0,0,985502005,unmanaged,planted,cc_pl,0.035
257,0,0,0,985502005,managed,planted,cc_pl,0.035
258,0,0,0,985502003,unmanaged,natural,baseline,0.197818404376291
259,0,0,0,985502003,managed,natural,baseline,0.197818404376291
260,0,0,0,985502003,managed,planted,cc_pl,0.197818404376291
261,0,0,0,985503003,unmanaged,natural,baseline,0.055424831392087
262,0,0,0,985503003,managed,natural,baseline,0.055424831392087
263,0,0,0,985503003,managed,planted,cc_pl,0.055424831392087
264,0,0,0,985501000,unmanaged,planted,cc_pl,0.117160185966314
265,0,0,0,985501000,managed,planted,cc_pl,0.117160185966314
266,0,0,0,985502004,unmanaged,planted,cc_pl,0.035
267,0,0,0,985502004,managed,planted,cc_pl,0.035
268,0,0,0,985501000,unmanaged,natural,baseline,0.309982310881903
269,0,0,0,985501000,managed,natural,baseline,0.309982310881903
270,0,0,0,985501000,managed,planted,cc_pl,0.309982310881903
271,0,0,0,985503000,unmanaged,planted,cc_pl,0.069926054133852
272,0,0,0,985503000,managed,planted,cc_pl,0.069926054133852
273,0,0,0,985503000,unmanaged,planted,cc_pl,0.076384733315972
274,0,0,0,985503000,managed,planted,cc_pl,0.076384733315972
275,0,0,0,985501000,unmanaged,natural,baseline,0.257208353638426
276,0,0,0,985501000,managed,natural,baseline,0.257208353638426
277,0,0,0,985501000,managed,planted,cc_pl,0.257208353638426
278,0,0,0,985502005,unmanaged,planted,cc_pl,0.793822489716033
279,0,0,0,985502005,managed,planted,cc_pl,0.793822489716033
280,0,0,0,985502001,unmanaged,planted,cc_pl,0.103674899822976
281,0,0,0,985502001,managed,planted,cc_pl,0.103674899822976
282,0,0,0,985503000,unmanaged,planted,cc_pl,0.057265426181755
283,0,0,0,985503000,managed,planted,cc_pl,0.057265426181755
284,0,0,0,985503000,unmanaged,planted,cc_pl,0.161721782385957
285,0,0,0,985503000,managed,planted,cc_pl,0.161721782385957
286,0,0,0,985503001,unmanaged,natural,baseline,0.035
287,0,0,0,985503001,managed,natural,baseline,0.035
288,0,0,0,985503000,unmanaged,natural,baseline,0.211048640449287
289,0,0,0,985503000,managed,natural,baseline,0.211048640449287
290,0,0,0,985503000,managed,planted,cc_pl,0.211048640449287
291,0,0,0,985501001,unmanaged,planted,cc_pl,0.492819712944452
292,0,0,0,985501001,managed,planted,cc_pl,0.492819712944452
293,0,0,0,985503001,unmanaged,planted,cc_pl,0.366819716152041
294,0,0,0,985503001,managed,planted,cc_pl,0.366819716152041
295,0,0,0,985501000,unmanaged,planted,cc_pl,0.05468673168752
296,0,0,0,985501000,managed,planted,cc_pl,0.05468673168752
297,0,0,0,985502003,unmanaged,natural,baseline,1.0
298,0,0,0,985502003,unmanaged,natural,baseline,0.611896918097674
299,0,0,0,985502003,managed,natural,baseline,0.611896918097674
300,0,0,0,985502003,managed,planted,cc_pl,0.611896918097674
301,0,0,0,985503003,unmanaged,natural,baseline,0.087430024345165
302,0,0,0,985503003,managed,natural,baseline,0.087430024345165
303,0,0,0,985503003,managed,planted,cc_pl,0.087430024345165
304,0,0,0,985502001,unmanaged,natural,baseline,0.421533607959446
305,0,0,0,985502001,managed,natural,baseline,0.421533607959446
306,0,0,0,985502001,managed,planted,cc_pl,0.421533607959446
307,0,0,0,985503000,unmanaged,planted,cc_pl,0.044910862062989
308,0,0,0,985503000,managed,planted,cc_pl,0.044910862062989
