BLOCK,TYPE,TRACK,OFFSET,AREA
37,managed,77,127,5.4728
38,unmanaged,16,407,0.197804
38,managed,17,407,5.4538
39,unmanaged,79,47,0.81263
39,managed,18,47,22.4053
40,unmanaged,11,237,0.139305
40,managed,12,237,3.84085
41,unmanaged,80,57,0.13601
41,managed,81,57,2.71115
42,unmanaged,82,127,0.88691
42,managed,83,127,3.03011
43,unmanaged,85,47,0.125842
43,managed,86,47,3.46964
44,unmanaged,7,57,0.051058
44,managed,8,57,1.40774
45,unmanaged,87,107,0.090086
45,managed,88,107,2.4838
46,unmanaged,89,237,0.411897
46,managed,90,237,4.19304
47,unmanaged,87,77,0.194152
47,managed,88,77,5.3531
48,unmanaged,92,43,2.64896
48,managed,93,43,12.1392
49,unmanaged,94,47,1.0998
49,managed,95,47,8.7379
50,unmanaged,11,237,0.135918
50,managed,12,237,3.74747
51,unmanaged,96,103,0.51988
51,managed,97,103,14.3339
52,unmanaged,99,403,2.18079
52,managed,100,403,0.63222
53,unmanaged,102,177,2.77274
53,managed,103,177,0.58725
54,unmanaged,105,47,4.63835
54,managed,106,47,1.84819
55,unmanaged,107,277,5.4816
55,managed,108,277,3.64512
56,unmanaged,110,47,1.44163
56,managed,111,47,1.10564
57,unmanaged,112,47,1.02477
57,managed,113,47,4.7601
58,unmanaged,114,237,0.55052
58,managed,115,237,1.39975
59,unmanaged,117,357,1.42784
60,unmanaged,118,307,6.3747
61,unmanaged,119,107,0.54072
61,managed,120,107,14.9085
62,unmanaged,7,47,0.091164
62,managed,8,47,2.51353
63,unmanaged,7,47,0.140498
63,managed,8,47,3.87373
64,unmanaged,121,237,0.18834
64,managed,122,237,0.480687
65,unmanaged,16,357,0.292123
65,managed,17,357,8.0543
66,unmanaged,124,57,2.25682
66,managed,125,57,1.53112
67,unmanaged,126,47,2.14837
67,managed,127,47,2.13618
68,unmanaged,128,57,2.32363
68,managed,129,57,16.7102
69,unmanaged,57,47,0.3135
69,managed,58,47,8.6436
70,unmanaged,130,127,0.160094
70,managed,131,127,0.82455
71,unmanaged,96,127,0.080827
71,managed,97,127,2.22851
72,unmanaged,133,101,3.57485
72,managed,134,101,7.3781
73,unmanaged,136,261,0.0392901
73,managed,137,261,1.08328
74,unmanaged,138,57,2.74959
74,managed,139,57,1.98131
75,unmanaged,140,47,3.44091
75,managed,141,47,11.9571
76,unmanaged,142,237,0.304864
76,managed,143,237,3.58541
77,unmanaged,7,57,0.17436
77,managed,8,57,4.80735
78,unmanaged,145,47,3.98489
78,managed,146,47,1.77394
79,unmanaged,147,177,2.61058
79,managed,148,177,1.66219
80,unmanaged,150,127,2.06729
80,managed,151,127,0.296326
81,unmanaged,153,307,1.35679
81,managed,154,307,1.68215
82,unmanaged,156,57,1.1118
82,managed,98,57,30.654
83,unmanaged,157,77,0.221451
83,managed,158,77,1.71132
84,unmanaged,160,57,1.24547
84,managed,161,57,2.8837
85,unmanaged,7,57,0.0400753
85,managed,8,57,1.10493
86,unmanaged,11,97,0.072245
86,managed,12,97,1.9919
87,unmanaged,162,57,0.82868
87,managed,163,57,10.9511
88,unmanaged,49,307,2.80289
89,unmanaged,164,107,2.93341
89,managed,165,107,4.62945
90,unmanaged,7,57,0.268278
90,managed,8,57,7.3968
91,unmanaged,85,47,0.262908
91,managed,86,47,7.2487
92,unmanaged,167,237,0.9691
92,managed,168,237,2.07422
93,unmanaged,170,237,0.91892
93,managed,171,237,2.14237
94,unmanaged,173,307,1.46445
94,managed,174,307,5.087
95,unmanaged,7,57,0.187131
95,managed,8,57,5.1595
96,unmanaged,176,47,5.328
96,managed,177,47,19.3945
97,unmanaged,7,57,0.094155
97,managed,8,57,2.59598
98,unmanaged,178,237,4.64338
98,managed,179,237,1.42551
99,unmanaged,76,107,0.058595
99,managed,77,107,1.61554
100,unmanaged,49,357,11.0588
101,unmanaged,181,47,0.96655
101,managed,182,47,19.3696
102,unmanaged,7,47,0.68526
102,managed,8,47,18.8937
103,unmanaged,183,237,0.54056
103,managed,184,237,3.16668
104,unmanaged,186,237,10.5782
104,managed,187,237,0.10685
105,unmanaged,189,57,3.82426
105,managed,190,57,0.51072
106,unmanaged,16,65,0.616
106,managed,17,65,16.9839
107,unmanaged,191,357,0.224159
107,managed,192,357,2.54126
108,unmanaged,7,47,0.98631
108,managed,8,47,27.1939
109,unmanaged,194,57,1.75517
109,managed,195,57,32.1005
110,unmanaged,196,67,3.16849
110,managed,197,67,3.99193
111,unmanaged,199,307,7.3606
111,managed,200,307,0.339352
112,unmanaged,202,47,4.01009
112,managed,203,47,2.17043
113,unmanaged,204,47,5.9068
113,managed,205,47,34.991
114,unmanaged,21,47,0.16844
114,managed,22,47,4.64414
115,unmanaged,79,37,0.88255
115,managed,18,37,24.3332
116,unmanaged,206,107,1.78334
116,managed,207,107,2.6272
117,unmanaged,209,307,5.5984
117,managed,210,307,0.385204
118,unmanaged,212,277,2.4845
118,managed,213,277,0.284382
119,unmanaged,215,57,0.71894
119,managed,216,57,4.08781
120,unmanaged,217,57,1.37294
120,managed,218,57,28.2309
121,unmanaged,219,57,1.13992
121,managed,220,57,0.58427
122,unmanaged,221,127,1.55539
122,managed,222,127,1.59169
123,unmanaged,224,47,2.53968
123,managed,225,47,0.170484
124,unmanaged,226,457,4.84971
124,managed,227,457,2.44677
125,unmanaged,76,107,0.0372924
125,managed,77,107,1.0282
126,unmanaged,229,47,0.167468
126,managed,230,47,3.57509
127,unmanaged,231,47,0.492165
127,managed,232,47,6.3136
128,unmanaged,233,57,1.96884
128,managed,234,57,3.28961
129,unmanaged,136,127,0.437506
129,managed,137,127,12.0627
130,unmanaged,235,197,0.79917
130,managed,236,197,8.733
131,unmanaged,76,237,0.058679
131,managed,77,237,1.61787
132,unmanaged,238,107,0.64743
132,managed,239,107,2.4702
133,unmanaged,241,57,4.13299
133,managed,242,57,1.87419
134,unmanaged,21,47,0.123179
134,managed,22,47,3.39621
135,unmanaged,243,57,2.79325
135,managed,244,57,5.2679
136,unmanaged,41,57,0.485159
136,managed,42,57,13.3765
137,unmanaged,245,47,0.93538
137,managed,246,47,5.1675
138,unmanaged,247,57,0.63179
138,managed,248,57,1.37987
139,unmanaged,85,47,0.091256
139,managed,86,47,2.51607
140,unmanaged,57,53,0.114897
140,managed,58,53,3.16786
141,unmanaged,249,57,0.65455
141,managed,250,57,1.76907
142,unmanaged,251,233,4.62459
142,managed,252,233,1.07165
143,unmanaged,49,307,7.1782
144,unmanaged,254,357,0.473197
144,managed,255,357,5.5715
145,unmanaged,257,107,0.57739
145,managed,258,107,6.0034
146,unmanaged,41,57,0.66207
146,managed,42,57,18.2543
147,unmanaged,7,57,0.167445
147,managed,8,57,4.6167
148,unmanaged,7,47,0.103887
148,managed,8,47,2.86432
149,unmanaged,7,47,0.223834
149,managed,8,47,6.1714
150,unmanaged,16,87,0.063545
150,managed,17,87,1.75202
151,unmanaged,7,47,0.086971
151,managed,8,47,2.39792
152,unmanaged,260,47,5.5782
152,managed,261,47,4.10274
153,unmanaged,262,127,4.07924
153,managed,263,127,13.7443
154,unmanaged,265,67,6.8683
154,managed,266,67,17.6337
155,unmanaged,268,127,2.35236
155,managed,269,127,13.9497
156,unmanaged,118,307,15.4116
157,unmanaged,271,357,3.61479
157,managed,272,357,0.58103
158,unmanaged,16,357,0.57634
158,managed,17,357,15.8905
159,unmanaged,274,107,2.55267
159,managed,275,107,15.6211
160,unmanaged,277,277,5.2797
160,managed,278,277,0.05333
161,unmanaged,280,127,0.80174
161,managed,281,127,3.64856
162,unmanaged,283,59,0.90392
162,managed,284,59,16.3605
163,unmanaged,285,57,0.79384
163,managed,286,57,0.58848
164,unmanaged,287,107,0.71947
164,managed,288,107,5.683
165,unmanaged,290,127,3.27464
165,managed,291,127,4.03241
166,unmanaged,79,47,0.227682
166,managed,18,47,6.2775
167,unmanaged,57,57,0.40169
167,managed,58,57,11.0752
168,unmanaged,293,107,0.360441
168,managed,294,107,4.57685
169,unmanaged,296,57,0.125231
169,managed,297,57,3.45281
170,unmanaged,119,103,0.64103
170,managed,120,103,17.6742
171,unmanaged,298,307,2.18878
171,managed,299,307,0.211398
172,unmanaged,11,247,0.179814
172,managed,12,247,4.95773
173,unmanaged,301,177,2.36012
173,managed,302,177,9.5706
174,unmanaged,304,307,1.79377
174,managed,305,307,3.0836
175,unmanaged,41,57,0.258723
175,managed,42,57,7.1334
176,unmanaged,119,127,0.125354
176,managed,120,127,3.4562
177,unmanaged,307,127,0.160751
177,managed,308,127,2.7396
178,unmanaged,310,57,0.413888
178,managed,311,57,3.11878
179,unmanaged,312,307,2.28557
179,managed,313,307,0.229618
180,unmanaged,315,47,0.169924
180,managed,316,47,4.68505
181,unmanaged,21,57,0.52188
181,managed,22,57,14.3888
182,unmanaged,317,127,1.65112
182,managed,318,127,3.67537
183,unmanaged,320,47,0.93303
183,managed,321,47,12.41
184,unmanaged,322,57,0.84972
184,managed,323,57,10.2745
185,unmanaged,79,37,0.0146203
185,managed,18,37,0.403103
186,unmanaged,324,277,8.7163
186,managed,325,277,0.53491
187,unmanaged,327,77,0.99663
187,managed,328,77,2.87816
188,unmanaged,57,47,0.81658
188,managed,58,47,22.5143
189,unmanaged,7,47,0.237243
189,managed,8,47,6.5411
190,unmanaged,330,47,1.27646
190,managed,331,47,0.331532
191,unmanaged,332,57,1.36767
191,managed,333,57,11.8242
192,unmanaged,334,57,1.25655
192,managed,335,57,20.686
193,unmanaged,336,57,2.58609
193,managed,337,57,13.4049
194,unmanaged,16,307,0.192724
194,managed,17,307,5.3137
195,unmanaged,338,357,5.07
195,managed,339,357,0.412296
196,unmanaged,341,67,0.206427
196,managed,342,67,5.6915
197,unmanaged,343,127,3.20643
197,managed,344,127,11.9864
198,unmanaged,346,47,1.01258
198,managed,347,47,1.04209
199,unmanaged,87,157,0.224098
199,managed,88,157,6.1787
200,unmanaged,16,237,0.075097
200,managed,17,237,2.07054
201,unmanaged,16,307,0.065091
201,managed,17,307,1.79465
202,unmanaged,348,57,3.9465
202,managed,349,57,6.8122
203,unmanaged,87,77,0.118636
203,managed,88,77,3.27097
204,unmanaged,350,57,0.464801
204,managed,351,57,8.0345
205,unmanaged,76,107,0.184556
205,managed,77,107,5.0885
206,unmanaged,119,107,0.382387
206,managed,120,107,10.543
207,unmanaged,7,57,0.57694
207,managed,8,57,15.907
208,unmanaged,7,47,0.371934
208,managed,8,47,10.2548
209,unmanaged,76,307,0.15282
209,managed,77,307,4.21348
210,unmanaged,352,127,4.25709
210,managed,353,127,2.70011
211,unmanaged,355,127,0.317043
211,managed,356,127,3.30921
212,unmanaged,358,77,5.0533
212,managed,359,77,6.9346
213,unmanaged,361,57,0.172047
213,managed,362,57,3.6588
214,unmanaged,49,357,4.97815
215,unmanaged,16,277,0.323502
215,managed,17,277,8.9194
216,unmanaged,87,107,0.035392
216,managed,88,107,0.97581
217,unmanaged,79,57,0.279713
217,managed,18,57,7.7121
218,unmanaged,96,127,0.419808
218,managed,97,127,11.5747
