CURVE,X,Y
365,0,0.1
302,0,0.13
279,0,0.15
141,0,0.1
1111,0,0.17
789,0,0.17
576,0,0.18
493,0,0.15
380,0,0.19
375,0,0.19
159,0,0.18
153,0,0.18
74,0,0.2
39,0,0.15
1479,0,0.21
455,0,0.21
431,0,0.23
351,0,0.23
342,0,0.23
142,0,0.2
55,0,0.25
1478,0,0.28
787,0,0.26
828,0,0.3
1553,0,0.3
1553,1,0.3
1553,299,89.7
454,0,0.28
217,0,0.3
341,0,0.3
341,1,0.3
341,299,89.7
177,0,0.3
177,1,0.3
177,299,89.7
151,0,0.3
151,1,0.3
151,299,89.7
1815,0,0.32
876,0,0.32
1110,0,0.34
871,0,0.32
788,0,0.34
722,0,0.39
854,0,0.39
278,0,0.5
278,1,0.5
278,299,149.5
245,0,0.5
245,1,0.5
245,299,149.5
198,0,0.39
131,0,0.3
1283,0,0.3
1283,1,0.3
1283,299,89.7
628,0,0.3
628,1,0.3
628,299,89.7
41,0,0.25
12,0,0.2
10,0,0.1
453,0,0.51
280,0,0.6
1372,0,0.61
1205,0,0.6
1814,0,0.68
875,0,0.68
870,0,0.68
855,0,0.61
199,0,0.61
109,0,0.7
1610,0,0.7
1610,1,0.7
1610,299,209.3
203,0,0.7
203,1,0.7
203,299,209.3
108,0,0.7
108,1,0.7
108,299,209.3
40,0,0.6
352,0,0.77
629,0,0.77
343,0,0.77
86,0,0.7
1130,0,0.7
1130,1,0.7
1130,299,209.3
993,0,0.7
993,1,0.7
993,299,209.3
595,0,0.81
381,0,0.81
1067,0,0.82
376,0,0.81
294,0,0.8
259,0,0.8
1508,0,0.85
1183,0,0.82
950,0,0.87
494,0,0.85
489,0,0.85
537,0,0.87
303,0,0.87
154,0,0.82
75,0,0.8
46,0,1
53,0,1
53,5,1
53,6,0
11,0,0.7
399,0,0.7
399,1,0.7
399,299,209.3
524,0,0.7
524,1,0.7
524,299,209.3
35,0,0.7
35,1,0.7
35,299,209.3
374,0,0.5
374,1,0.5
374,299,149.5
3,0,0.5
3,1,0.5
3,299,149.5
72,9,0
130,9,0
130,10,1
130,11,0
73,9,0
73,10,1
73,11,0
236,79,0
373,79,0
373,80,0.1
474,79,0
474,80,0.1
1513,79,0
1513,80,0.15
1461,79,0
1461,80,0.15
501,79,0
501,80,0.15
372,79,0
372,80,0.2
316,79,0
316,80,0.13
241,79,0
241,80,0.1
473,79,0
473,80,0.2
639,79,0
639,80,0.23
1469,79,0
1469,80,0.7
440,79,0
440,80,0.23
362,79,0
362,80,0.23
448,79,0
448,80,0.7
1514,79,0
1514,80,0.85
1462,79,0
1462,80,0.85
956,79,0
956,80,0.87
502,79,0
502,80,0.85
441,79,0
441,80,0.77
363,79,0
363,80,0.77
364,79,0
364,80,1
359,79,0
359,80,1
359,100,1
359,101,0
317,79,0
317,80,0.87
242,79,0
242,80,0.7
240,79,0
240,80,0.2
1519,79,0
1519,80,50.4
1519,90,57.5
1519,100,64.2
1519,110,70.2
1519,120,75.7
1519,130,80.9
1519,140,85.6
1467,79,0
1467,80,50.4
1467,90,57.5
1467,100,64.2
1467,110,70.2
1467,120,75.7
1467,130,80.9
1467,140,85.6
1624,79,0
1624,80,58.1
1624,90,66.3
1624,100,73.8
1624,110,80.7
1624,120,87.1
1624,130,92.9
1038,79,0
1038,80,50.4
1038,90,57.5
1038,100,64.2
1038,110,70.2
1038,120,75.7
1038,130,80.9
1038,140,85.6
507,79,0
507,80,50.4
507,90,57.5
507,100,64.2
507,110,70.2
507,120,75.7
507,130,80.9
507,140,85.6
717,79,0
717,80,58.1
717,90,66.3
717,100,73.8
717,110,80.7
717,120,87.1
717,130,92.9
1661,79,0
1661,80,60.4
1661,90,68.8
1661,100,76.9
1661,110,84
1661,120,90.7
1661,130,96.8
1661,140,102.5
1413,79,0
1413,80,60.4
1413,90,68.8
1413,100,76.9
1413,110,84
1413,120,90.7
1413,130,96.8
1413,140,102.5
1635,79,0
1635,80,60.4
1635,90,68.8
1635,100,76.9
1635,110,84
1635,120,90.7
1635,130,96.8
1635,140,102.5
370,79,0
370,80,60.4
370,90,68.8
370,100,76.9
370,110,84
370,120,90.7
370,130,96.8
370,140,102.5
1449,79,0
1449,80,58.1
1449,90,66.3
1449,100,73.8
1449,110,80.7
1449,120,87.1
1449,130,92.9
551,79,0
551,80,58.1
551,90,66.3
551,100,73.8
551,110,80.7
551,120,87.1
551,130,92.9
1397,79,0
1397,80,58.1
1397,90,66.3
1397,100,73.8
1397,110,80.7
1397,120,87.1
1397,130,92.9
322,79,0
322,80,58.1
322,90,66.3
322,100,73.8
322,110,80.7
322,120,87.1
322,130,92.9
243,79,0
243,80,1
237,79,0
237,80,1
237,100,1
237,101,0
1458,79,0
1458,80,75.6
1458,90,86.2
1458,100,96.3
1458,110,105.3
1458,120,113.6
1458,130,121.3
1458,140,128.4
644,79,0
644,80,60.4
644,90,68.8
644,100,76.9
644,110,84
644,120,90.7
644,130,96.8
644,140,102.5
470,79,0
470,80,60.4
470,90,68.8
470,100,76.9
470,110,84
470,120,90.7
470,130,96.8
470,140,102.5
1780,79,0
1780,80,60.4
1780,90,68.8
1780,100,76.9
1780,110,84
1780,120,90.7
1780,130,96.8
1780,140,102.5
1013,79,0
1013,80,60.4
1013,90,68.8
1013,100,76.9
1013,110,84
1013,120,90.7
1013,130,96.8
1013,140,102.5
446,79,0
446,80,60.4
446,90,68.8
446,100,76.9
446,110,84
446,120,90.7
446,130,96.8
446,140,102.5
1702,79,0
1702,80,91.8
1702,90,104.1
1702,100,116
1518,79,0
1518,80,100.8
1518,90,115
1518,100,128.4
1518,110,140.4
1518,120,151.5
1518,130,161.7
1518,140,171.2
1466,79,0
1466,80,100.8
1466,90,115
1466,100,128.4
1466,110,140.4
1466,120,151.5
1466,130,161.7
1466,140,171.2
1590,79,0
1590,80,91.8
1590,90,104.1
1590,100,116
1434,79,0
1434,80,91.8
1434,90,104.1
1434,100,116
710,79,0
710,80,75.6
710,90,86.2
710,100,95.9
710,110,104.8
710,120,113.2
710,130,120.7
1623,79,0
1623,80,116.2
1623,90,132.7
1623,100,147.6
1623,110,161.3
1623,120,174.1
1623,130,185.7
1037,79,0
1037,80,100.8
1037,90,115
1037,100,128.4
1037,110,140.4
1037,120,151.5
1037,130,161.7
1037,140,171.2
506,79,0
506,80,100.8
506,90,115
506,100,128.4
506,110,140.4
506,120,151.5
506,130,161.7
506,140,171.2
716,79,0
716,80,116.2
716,90,132.7
716,100,147.6
716,110,161.3
716,120,174.1
716,130,185.7
1412,79,0
1412,80,120.8
1412,90,137.7
1412,100,153.8
1412,110,168.1
1412,120,181.4
1412,130,193.6
1412,140,205
1660,79,0
1660,80,120.8
1660,90,137.7
1660,100,153.8
1660,110,168.1
1660,120,181.4
1660,130,193.6
1660,140,205
1634,79,0
1634,80,120.8
1634,90,137.7
1634,100,153.8
1634,110,168.1
1634,120,181.4
1634,130,193.6
1634,140,205
369,79,0
369,80,120.8
369,90,137.7
369,100,153.8
369,110,168.1
369,120,181.4
369,130,193.6
369,140,205
1448,79,0
1448,80,116.2
1448,90,132.7
1448,100,147.6
1448,110,161.3
1448,120,174.1
1448,130,185.7
959,79,0
959,80,116.2
959,90,132.7
959,100,147.6
959,110,161.3
959,120,174.1
959,130,185.7
550,79,0
550,80,116.2
550,90,132.7
550,100,147.6
550,110,161.3
550,120,174.1
550,130,185.7
321,79,0
321,80,116.2
321,90,132.7
321,100,147.6
321,110,161.3
321,120,174.1
321,130,185.7
1617,79,0
1617,80,75.6
1617,90,86.2
1617,100,95.9
1617,110,104.8
1617,120,113.2
1617,130,120.7
1393,79,0
1393,80,75.6
1393,90,86.2
1393,100,95.9
1393,110,104.8
1393,120,113.2
1393,130,120.7
544,79,0
544,80,75.6
544,90,86.2
544,100,95.9
544,110,104.8
544,120,113.2
544,130,120.7
498,79,0
498,80,75.6
498,90,86.2
498,100,96.3
498,110,105.3
498,120,113.6
498,130,121.3
498,140,128.4
1806,79,0
1806,80,75.6
1806,90,86.2
1806,100,95.9
1806,110,104.8
1806,120,113.2
1806,130,120.7
1234,79,0
1234,80,75.6
1234,90,86.2
1234,100,95.9
