CURVE,X,Y
222,0,0.2
222,1,0.2
222,10,1.9
222,20,3.9
222,30,5.8
222,40,7.8
222,60,11.6
222,70,13.6
222,80,15.5
222,90,17.5
222,110,21.3
222,120,23.3
222,130,25.2
222,140,27.2
222,160,31
222,170,33
222,180,34.9
222,190,36.9
222,210,40.7
222,220,42.7
222,230,44.6
222,240,46.6
222,260,50.4
222,270,52.4
222,280,54.3
222,290,56.3
222,299,58
190,0,0.2
190,1,0.2
190,10,1.7
190,290,49.3
190,299,50.8
218,0,0.3
218,1,0.3
218,10,3.2
218,290,92.8
218,299,95.7
112,0,0.3
112,1,0.3
112,10,3.2
112,290,92.8
112,299,95.7
82,0,0.3
82,1,0.3
82,10,3.3
82,20,6.5
82,30,9.8
82,40,13
82,60,19.6
82,70,22.8
82,80,26.1
82,90,29.3
82,110,35.9
82,120,39.1
82,130,42.4
82,140,45.6
82,160,52.2
82,170,55.4
82,180,58.7
82,190,61.9
82,210,68.5
82,220,71.7
82,230,75
82,240,78.2
82,260,84.8
82,270,88
82,280,91.3
82,290,94.5
82,299,97.5
173,0,0.4
173,1,0.4
173,10,4.1
173,290,118.9
173,299,122.6
53,0,0.4
53,1,0.4
53,10,4.1
53,290,118.9
53,299,122.6
159,0,0.5
159,1,0.5
159,10,4.8
159,20,9.6
159,30,14.3
159,70,33.5
159,80,38.2
159,120,57.4
159,130,62.1
159,170,81.3
159,180,86
159,220,105.2
159,230,109.9
159,270,129.1
159,280,133.8
159,290,138.6
159,299,142.9
201,0,0.5
201,1,0.5
201,10,4.8
201,20,9.6
201,30,14.3
201,70,33.5
201,80,38.2
201,120,57.4
201,130,62.1
201,170,81.3
201,180,86
201,220,105.2
201,230,109.9
201,270,129.1
201,280,133.8
201,290,138.6
201,299,142.9
121,0,0.5
121,1,0.5
121,10,4.8
121,20,9.6
121,30,14.3
121,70,33.5
121,80,38.2
121,120,57.4
121,130,62.1
121,170,81.3
121,180,86
121,220,105.2
121,230,109.9
121,270,129.1
121,280,133.8
121,290,138.6
121,299,142.9
210,0,0.5
210,1,0.5
210,20,10
210,30,14.9
210,70,34.9
210,80,39.8
210,120,59.8
210,130,64.7
210,170,84.7
210,180,89.6
210,220,109.6
210,230,114.5
210,270,134.5
210,280,139.4
210,299,148.9
237,0,0.5
237,1,0.5
237,20,10
237,30,15.1
237,70,35.1
237,80,40.2
237,120,60.2
237,130,65.3
237,170,85.3
237,180,90.4
237,220,110.4
237,230,115.5
237,270,135.5
237,280,140.6
237,299,150.1
95,0,0.5
95,1,0.5
95,20,10
95,30,14.9
95,70,34.9
95,80,39.8
95,120,59.8
95,130,64.7
95,170,84.7
95,180,89.6
95,220,109.6
95,230,114.5
95,270,134.5
95,280,139.4
95,299,148.9
249,0,0.6
249,1,0.6
249,10,5.7
249,20,11.3
249,30,17
249,40,22.6
249,60,34
249,70,39.6
249,80,45.3
249,90,50.9
249,110,62.3
249,120,67.9
249,130,73.6
249,140,79.2
249,160,90.6
249,170,96.2
249,180,101.9
249,190,107.5
249,210,118.9
249,220,124.5
249,230,130.2
249,240,135.8
249,260,147.2
249,270,152.8
249,280,158.5
249,290,164.1
249,299,169.2
240,0,0.6
240,1,0.6
240,10,5.7
240,20,11.3
240,30,17
240,40,22.6
240,60,34
240,70,39.6
240,80,45.3
240,90,50.9
240,110,62.3
240,120,67.9
240,130,73.6
240,140,79.2
240,160,90.6
240,170,96.2
240,180,101.9
240,190,107.5
240,210,118.9
240,220,124.5
240,230,130.2
240,240,135.8
240,260,147.2
240,270,152.8
240,280,158.5
240,290,164.1
240,299,169.2
181,0,0.6
181,1,0.6
181,10,6.3
181,20,12.6
181,30,18.8
181,70,44
181,80,50.2
181,120,75.4
181,130,81.6
181,170,106.8
181,180,113
181,220,138.2
181,230,144.4
181,270,169.6
181,280,175.8
181,290,182.1
181,299,187.8
71,0,0.6
71,1,0.6
71,10,6.3
71,20,12.6
71,30,18.8
71,70,44
71,80,50.2
71,120,75.4
71,130,81.6
71,170,106.8
71,180,113
71,220,138.2
71,230,144.4
71,270,169.6
71,280,175.8
71,290,182.1
71,299,187.8
230,0,0.7
230,1,0.7
230,10,6.5
230,20,13.1
230,30,19.6
230,40,26.2
230,60,39.2
230,70,45.8
230,80,52.3
230,90,58.9
230,110,71.9
230,120,78.5
230,130,85
230,140,91.6
230,160,104.6
230,170,111.2
230,180,117.7
230,190,124.3
230,210,137.3
230,220,143.9
230,230,150.4
230,240,157
230,260,170
230,270,176.6
230,280,183.1
230,290,189.7
230,299,195.5
130,0,0.7
130,1,0.7
130,10,6.5
130,20,13.1
130,30,19.6
130,40,26.2
130,60,39.2
130,70,45.8
130,80,52.3
130,90,58.9
130,110,71.9
130,120,78.5
130,130,85
130,140,91.6
130,160,104.6
130,170,111.2
130,180,117.7
130,190,124.3
130,210,137.3
130,220,143.9
130,230,150.4
130,240,157
130,260,170
130,270,176.6
130,280,183.1
130,290,189.7
130,299,195.5
253,0,0.7
253,1,0.7
253,10,7.1
253,20,14.3
253,30,21.4
253,40,28.6
253,60,42.8
253,70,50
253,80,57.1
253,90,64.3
253,110,78.5
253,120,85.7
253,130,92.8
253,140,100
253,160,114.2
253,170,121.4
253,180,128.5
253,190,135.7
253,210,149.9
253,220,157.1
253,230,164.2
253,240,171.4
253,260,185.6
253,270,192.8
253,280,199.9
253,290,207.1
253,299,213.5
32,0,0.7
32,1,0.7
32,10,7.1
32,20,14.3
32,30,21.4
32,40,28.6
32,60,42.8
32,70,50
32,80,57.1
32,90,64.3
32,110,78.5
32,120,85.7
32,130,92.8
32,140,100
32,160,114.2
32,170,121.4
32,180,128.5
32,190,135.7
32,210,149.9
32,220,157.1
32,230,164.2
32,240,171.4
32,260,185.6
32,270,192.8
32,280,199.9
32,290,207.1
32,299,213.5
147,0,0.5
147,1,0.5
147,20,10
147,30,15.1
147,70,35.1
147,80,40.2
147,120,60.2
147,130,65.3
147,170,85.3
147,180,90.4
147,220,110.4
147,230,115.5
147,270,135.5
147,280,140.6
147,299,150.1
3,0,0.5
3,1,0.5
3,10,5.2
3,20,10.4
3,30,15.7
3,70,36.5
3,80,41.8
3,120,62.6
3,130,67.9
3,170,88.7
3,180,94
3,220,114.8
3,230,120.1
3,270,140.9
3,280,146.2
3,290,151.4
3,299,156.1
114,0,200
203,0,275
151,0,275
99,0,250
192,0,349
87,0,300
12,0,1
20,0,1
20,5,1
20,6,0
232,0,474.5
161,0,449.5
134,0,474.5
123,0,449.5
183,0,500
73,0,500
58,0,350
251,0,650
242,0,650
36,0,524.5
49,9,0
50,9,0
50,10,1
50,11,0
144,59,0
145,59,0
145,60,1
141,59,0
141,60,1
141,80,1
141,81,0
236,59,0
236,60,29.4
236,70,30.7
236,80,31.7
236,90,32.4
236,100,32.9
236,110,33.3
236,120,33.5
140,59,0
140,60,29.4
140,70,30.7
140,80,31.7
140,90,32.4
140,100,32.9
140,110,33.3
140,120,33.5
143,59,0
143,120,0
143,121,1
142,59,0
142,80,0
142,81,1
142,120,1
142,121,0
139,59,0
139,60,770.7
139,70,931.7
139,80,1073.5
139,90,1194.8
139,100,1296.7
139,110,1382.8
139,120,1457.5
47,49,0
48,49,0
48,50,1
44,49,0
44,50,1
44,70,1
44,71,0
259,49,0
259,50,713
259,60,920.9
259,70,1099.4
259,80,1250.9
259,90,1374.9
259,100,1481
259,110,1568.6
259,120,1645.9
43,49,0
43,50,28.8
43,60,30.7
43,70,31.9
43,80,32.8
43,90,33.3
43,100,33.7
43,110,34
43,120,34.1
46,49,0
46,120,0
46,121,1
45,49,0
45,70,0
45,71,1
45,120,1
45,121,0
42,49,0
42,50,713
42,60,920.9
42,70,1099.4
42,80,1250.9
42,90,1374.9
42,100,1481
42,110,1568.6
42,120,1645.9
40,0,900
51,0,900
51,10,225
109,79,0
172,79,0
172,80,1
169,79,0
169,80,1
169,100,1
169,101,0
110,79,0
110,80,1
106,79,0
106,80,1
106,100,1
106,101,0
217,79,0
217,80,25
217,90,25.8
217,100,26.5
217,120,27.5
209,79,0
209,80,26.1
209,90,27.1
209,100,28
209,110,28.6
209,120,29
168,79,0
168,80,28.5
168,90,29.7
168,100,30.7
168,110,31.3
168,120,31.8
158,79,0
158,80,27.5
158,90,28.6
158,100,29.3
158,110,29.9
158,120,30.4
129,79,0
129,80,28.5
129,90,29.7
129,100,30.7
129,110,31.3
129,120,31.8
105,79,0
105,80,25
105,90,25.8
105,100,26.5
105,120,27.5
216,79,0
216,80,505.1
216,90,577.2
216,100,641.8
216,110,696.5
216,120,748.1
208,79,0
208,80,546.9
208,90,635.4
208,100,718.9
208,110,786.6
208,120,845.3
157,79,0
157,80,635.6
157,90,737.7
157,100,823.8
157,110,896.1
157,120,968.8
167,79,0
167,80,654.8
167,90,760.8
167,100,860.8
167,110,941.8
167,120,1012.1
128,79,0
128,80,654.8
128,90,760.8
128,100,860.8
128,110,941.8
128,120,1012.1
171,79,0
171,120,0
171,121,1
108,79,0
108,120,0
108,121,1
170,79,0
170,100,0
170,101,1
170,120,1
170,121,0
107,79,0
107,100,0
107,101,1
107,120,1
107,121,0
104,79,0
104,80,505.1
104,90,577.2
104,100,641.8
104,110,696.5
104,120,748.1
68,99,0
229,99,0
229,100,13.8
229,110,15
229,120,15.8
199,99,0
199,100,10.4
199,110,11.5
199,120,12.4
120,99,0
120,100,21.2
120,110,22.1
120,120,22.8
228,99,0
228,100,22.1
228,110,27.5
228,120,32.4
180,99,0
180,100,27.1
180,110,27.9
180,120,28.6
94,99,0
94,100,21.8
94,110,22.7
94,120,23.4
69,99,0
69,100,1
65,99,0
