TRACK,LABEL,METHOD,CURVE
1,feature.Area.og1.CWHvm_DR_HW_M,,0
1,feature.Area.og1.total,,0
1,feature.Area.og2.CWHvm_DR_HW_M,,1
1,feature.Area.og2.total,,1
1,feature.Area.unmanaged,,2
1,feature.Height.unmanaged.CWHvm_DR_HW_M,,3
1,feature.QMD.unmanaged.CWHvm_DR_HW_M,,4
1,feature.Seral.CWHvm_DR_HW_M.immature,,5
1,feature.Seral.CWHvm_DR_HW_M.mature,,6
1,feature.Seral.CWHvm_DR_HW_M.overmature,,7
1,feature.Seral.CWHvm_DR_HW_M.regenerating,,8
1,feature.Seral.CWHvm_DR_HW_M.young,,9
1,feature.Seral.immature,,5
1,feature.Seral.mature,,6
1,feature.Seral.overmature,,7
1,feature.Seral.regenerating,,8
1,feature.Seral.young,,9
1,feature.SpeciesProp.unmanaged.CW,,10
1,feature.SpeciesProp.unmanaged.FDC,,11
1,feature.SpeciesProp.unmanaged.HW,,12
1,feature.Yield.unmanaged.CW,,13
1,feature.Yield.unmanaged.FDC,,14
1,feature.Yield.unmanaged.HW,,15
1,feature.Yield.unmanaged.Total,,16
2,feature.Area.managed,,17
2,feature.Area.og1.CWHvm_DR_HW_M,,18
2,feature.Area.og1.total,,18
2,feature.Area.og2.CWHvm_DR_HW_M,,19
2,feature.Area.og2.total,,19
2,feature.Height.managed.CWHvm_DR_HW_M,,20
2,feature.QMD.managed.CWHvm_DR_HW_M,,4
2,feature.Seral.CWHvm_DR_HW_M.immature,,21
2,feature.Seral.CWHvm_DR_HW_M.mature,,22
2,feature.Seral.CWHvm_DR_HW_M.overmature,,23
2,feature.Seral.CWHvm_DR_HW_M.regenerating,,24
2,feature.Seral.CWHvm_DR_HW_M.young,,25
2,feature.Seral.immature,,21
2,feature.Seral.mature,,22
2,feature.Seral.overmature,,23
2,feature.Seral.regenerating,,24
2,feature.Seral.young,,25
2,feature.SpeciesProp.managed.CW,,26
2,feature.SpeciesProp.managed.FDC,,27
2,feature.SpeciesProp.managed.HW,,28
2,feature.Yield.managed.CW,,29
2,feature.Yield.managed.FDC,,30
2,feature.Yield.managed.HW,,31
2,feature.Yield.managed.Total,,32
3,feature.Area.og1.CWHvm_FDC_HW_H,,45
3,feature.Area.og1.total,,45
3,feature.Area.og2.CWHvm_FDC_HW_H,,19
3,feature.Area.og2.total,,19
3,feature.Area.unmanaged,,17
3,feature.Height.unmanaged.CWHvm_FDC_HW_H,,46
3,feature.QMD.unmanaged.CWHvm_FDC_HW_H,,4
3,feature.Seral.CWHvm_FDC_HW_H.immature,,47
3,feature.Seral.CWHvm_FDC_HW_H.mature,,48
3,feature.Seral.CWHvm_FDC_HW_H.overmature,,49
3,feature.Seral.CWHvm_FDC_HW_H.regenerating,,24
3,feature.Seral.CWHvm_FDC_HW_H.young,,25
3,feature.Seral.immature,,47
3,feature.Seral.mature,,48
3,feature.Seral.overmature,,49
3,feature.Seral.regenerating,,24
3,feature.Seral.young,,25
3,feature.SpeciesProp.unmanaged.CW,,50
3,feature.SpeciesProp.unmanaged.FDC,,51
3,feature.SpeciesProp.unmanaged.HW,,52
3,feature.Yield.unmanaged.CW,,53
3,feature.Yield.unmanaged.FDC,,54
3,feature.Yield.unmanaged.HW,,55
3,feature.Yield.unmanaged.Total,,56
4,feature.Area.managed,,17
4,feature.Area.og1.CWHvm_FDC_HW_H,,45
4,feature.Area.og1.total,,45
4,feature.Area.og2.CWHvm_FDC_HW_H,,19
4,feature.Area.og2.total,,19
4,feature.Height.managed.CWHvm_FDC_HW_H,,57
4,feature.QMD.managed.CWHvm_FDC_HW_H,,4
4,feature.Seral.CWHvm_FDC_HW_H.immature,,47
4,feature.Seral.CWHvm_FDC_HW_H.mature,,48
4,feature.Seral.CWHvm_FDC_HW_H.overmature,,49
4,feature.Seral.CWHvm_FDC_HW_H.regenerating,,24
4,feature.Seral.CWHvm_FDC_HW_H.young,,25
4,feature.Seral.immature,,47
4,feature.Seral.mature,,48
4,feature.Seral.overmature,,49
4,feature.Seral.regenerating,,24
4,feature.Seral.young,,25
4,feature.SpeciesProp.managed.CW,,50
4,feature.SpeciesProp.managed.FDC,,51
4,feature.SpeciesProp.managed.HW,,52
4,feature.Yield.managed.CW,,58
4,feature.Yield.managed.FDC,,59
4,feature.Yield.managed.HW,,60
4,feature.Yield.managed.Total,,61
5,feature.Area.managed,,17
5,feature.Area.og1.CWHvm_FDC_HW_H,,45
5,feature.Area.og1.total,,45
5,feature.Area.og2.CWHvm_FDC_HW_H,,19
5,feature.Area.og2.total,,19
5,feature.Height.managed.CWHvm_FDC_HW_H,,57
5,feature.QMD.managed.CWHvm_FDC_HW_H,,4
5,feature.SpeciesProp.managed.CW,,28
5,feature.SpeciesProp.managed.FDC,,76
5,feature.Yield.managed.CW,,77
5,feature.Yield.managed.FDC,,78
5,feature.Yield.managed.Total,,61
6,feature.Area.og1.CWHvm_HW_CW_M,,83
6,feature.Area.og1.total,,83
6,feature.Area.og2.CWHvm_HW_CW_M,,19
6,feature.Area.og2.total,,19
6,feature.Area.unmanaged,,17
6,feature.Height.unmanaged.CWHvm_HW_CW_M,,84
6,feature.QMD.unmanaged.CWHvm_HW_CW_M,,4
6,feature.Seral.CWHvm_HW_CW_M.immature,,85
6,feature.Seral.CWHvm_HW_CW_M.mature,,86
6,feature.Seral.CWHvm_HW_CW_M.overmature,,87
6,feature.Seral.CWHvm_HW_CW_M.regenerating,,24
6,feature.Seral.CWHvm_HW_CW_M.young,,25
6,feature.Seral.immature,,85
6,feature.Seral.mature,,86
6,feature.Seral.overmature,,87
6,feature.Seral.regenerating,,24
6,feature.Seral.young,,25
6,feature.SpeciesProp.unmanaged.CW,,12
6,feature.SpeciesProp.unmanaged.FDC,,10
6,feature.SpeciesProp.unmanaged.HW,,88
6,feature.Yield.unmanaged.CW,,89
6,feature.Yield.unmanaged.FDC,,90
6,feature.Yield.unmanaged.HW,,91
6,feature.Yield.unmanaged.Total,,92
7,feature.Area.managed,,17
7,feature.Area.og1.CWHvm_HW_CW_M,,83
7,feature.Area.og1.total,,83
7,feature.Area.og2.CWHvm_HW_CW_M,,19
7,feature.Area.og2.total,,19
7,feature.Height.managed.CWHvm_HW_CW_M,,93
7,feature.QMD.managed.CWHvm_HW_CW_M,,4
7,feature.Seral.CWHvm_HW_CW_M.immature,,85
7,feature.Seral.CWHvm_HW_CW_M.mature,,86
7,feature.Seral.CWHvm_HW_CW_M.overmature,,87
7,feature.Seral.CWHvm_HW_CW_M.regenerating,,24
7,feature.Seral.CWHvm_HW_CW_M.young,,25
7,feature.Seral.immature,,85
7,feature.Seral.mature,,86
7,feature.Seral.overmature,,87
7,feature.Seral.regenerating,,24
7,feature.Seral.young,,25
7,feature.SpeciesProp.managed.CW,,12
7,feature.SpeciesProp.managed.FDC,,10
7,feature.SpeciesProp.managed.HW,,88
7,feature.Yield.managed.CW,,94
7,feature.Yield.managed.FDC,,95
7,feature.Yield.managed.HW,,96
7,feature.Yield.managed.Total,,97
8,feature.Area.og1.CWHvm_HW_FDC_H,,110
8,feature.Area.og1.total,,110
8,feature.Area.og2.CWHvm_HW_FDC_H,,19
8,feature.Area.og2.total,,19
8,feature.Area.unmanaged,,17
8,feature.Height.unmanaged.CWHvm_HW_FDC_H,,46
8,feature.QMD.unmanaged.CWHvm_HW_FDC_H,,4
8,feature.Seral.CWHvm_HW_FDC_H.immature,,47
8,feature.Seral.CWHvm_HW_FDC_H.mature,,48
8,feature.Seral.CWHvm_HW_FDC_H.overmature,,49
8,feature.Seral.CWHvm_HW_FDC_H.regenerating,,24
8,feature.Seral.CWHvm_HW_FDC_H.young,,25
8,feature.Seral.immature,,47
8,feature.Seral.mature,,48
8,feature.Seral.overmature,,49
8,feature.Seral.regenerating,,24
8,feature.Seral.young,,25
8,feature.SpeciesProp.unmanaged.CW,,12
8,feature.SpeciesProp.unmanaged.FDC,,10
8,feature.SpeciesProp.unmanaged.HW,,27
8,feature.Yield.unmanaged.CW,,111
8,feature.Yield.unmanaged.FDC,,112
8,feature.Yield.unmanaged.HW,,113
8,feature.Yield.unmanaged.Total,,114
9,feature.Area.managed,,17
9,feature.Area.og1.CWHvm_HW_FDC_H,,110
9,feature.Area.og1.total,,110
9,feature.Area.og2.CWHvm_HW_FDC_H,,19
9,feature.Area.og2.total,,19
9,feature.Height.managed.CWHvm_HW_FDC_H,,57
9,feature.QMD.managed.CWHvm_HW_FDC_H,,4
9,feature.Seral.CWHvm_HW_FDC_H.immature,,47
9,feature.Seral.CWHvm_HW_FDC_H.mature,,48
9,feature.Seral.CWHvm_HW_FDC_H.overmature,,49
