BLOCK,TYPE,TRACK,OFFSET,AREA
1,unmanaged,1,57,0.402219
1,managed,2,57,7.6422
2,unmanaged,3,57,0.294906
2,managed,4,57,5.6032
3,unmanaged,11,37,0.097886
3,managed,12,37,1.85984
4,unmanaged,13,57,0.367784
4,managed,14,57,6.9879
5,unmanaged,1,47,0.260088
5,managed,2,47,4.94167
6,unmanaged,21,87,0.152842
6,managed,22,87,2.90401
7,unmanaged,24,57,4.36935
7,managed,25,57,83.018
8,unmanaged,26,277,1.08888
8,managed,27,277,20.6887
9,unmanaged,13,57,0.211363
9,managed,14,57,4.0159
10,unmanaged,26,307,0.345051
10,managed,27,307,6.556
11,unmanaged,29,57,0.21642
11,managed,30,57,4.11197
12,unmanaged,31,47,0.130405
12,managed,32,47,2.4777
13,unmanaged,13,47,0.08701
13,managed,14,47,1.65319
14,unmanaged,31,47,2.32246
14,managed,32,47,44.1268
15,unmanaged,39,127,0.140815
15,managed,40,127,2.67549
16,unmanaged,26,127,0.04107
16,managed,27,127,0.78033
17,unmanaged,42,67,0.160011
17,managed,43,67,3.0402
18,unmanaged,26,407,0.384368
18,managed,27,407,7.303
19,unmanaged,44,127,0.073036
19,managed,45,127,1.38769
20,unmanaged,3,47,1.05787
20,managed,4,47,20.0995
21,unmanaged,46,67,0.82265
21,managed,47,67,15.6303
22,unmanaged,3,57,0.067923
22,managed,4,57,1.29054
23,unmanaged,42,127,0.493485
23,managed,43,127,9.3762
24,unmanaged,48,277,0.489849
24,managed,49,277,9.3071
25,unmanaged,29,57,0.105254
25,managed,30,57,1.99982
26,unmanaged,13,47,0.413818
26,managed,14,47,7.8625
27,unmanaged,51,207,0.132471
27,managed,52,207,2.51695
28,unmanaged,31,57,0.372193
28,managed,32,57,7.0717
29,unmanaged,13,57,0.082571
29,managed,14,57,1.56885
30,unmanaged,39,107,0.176983
30,managed,40,107,3.36269
31,unmanaged,26,357,0.309912
31,managed,27,357,5.8883
32,unmanaged,26,277,0.420129
32,managed,27,277,7.9825
33,unmanaged,54,127,0.175113
33,managed,55,127,3.32715
34,unmanaged,21,237,0.207693
34,managed,22,237,3.94616
35,unmanaged,13,57,0.210893
35,managed,14,57,4.00696
36,unmanaged,13,47,0.283961
36,managed,14,47,5.3953
37,unmanaged,44,127,0.283566
37,managed,45,127,5.3878
38,unmanaged,26,407,0.282578
38,managed,27,407,5.369
39,unmanaged,56,47,1.1609
39,managed,28,47,22.0571
40,unmanaged,21,237,0.199008
40,managed,22,237,3.78115
41,unmanaged,13,57,0.142358
41,managed,14,57,2.7048
42,unmanaged,42,127,0.195851
42,managed,43,127,3.72117
43,unmanaged,24,47,0.179774
43,managed,25,47,3.41571
44,unmanaged,13,57,0.07294
44,managed,14,57,1.38586
45,unmanaged,42,107,0.128694
45,managed,43,107,2.44519
46,unmanaged,21,237,0.230247
46,managed,22,237,4.37469
47,unmanaged,42,77,0.27736
47,managed,43,77,5.2698
48,unmanaged,1,43,0.73941
48,managed,2,43,14.0488
49,unmanaged,24,47,0.491883
49,managed,25,47,9.3458
50,unmanaged,21,237,0.194169
50,managed,22,237,3.68922
51,unmanaged,39,103,0.74269
51,managed,40,103,14.1111
52,unmanaged,26,403,0.14065
52,managed,27,403,2.67236
53,unmanaged,26,177,0.168
53,managed,27,177,3.19199
54,unmanaged,1,47,0.324327
54,managed,2,47,6.1622
55,unmanaged,26,277,0.456336
55,managed,27,277,8.6704
56,unmanaged,1,47,0.127364
56,managed,2,47,2.41991
57,unmanaged,24,47,0.289244
57,managed,25,47,5.4956
58,unmanaged,26,237,0.097513
58,managed,27,237,1.85276
59,unmanaged,26,357,0.071392
59,managed,27,357,1.35645
60,unmanaged,57,307,0.318734
60,managed,58,307,6.0559
61,unmanaged,46,107,0.77246
61,managed,47,107,14.6768
62,unmanaged,13,47,0.130235
62,managed,14,47,2.47446
63,unmanaged,13,47,0.200712
63,managed,14,47,3.81352
64,unmanaged,26,237,0.0334514
