CURVE,X,Y
302,0,0.1
1214,0,0.13
462,0,0.13
416,0,0.15
1378,0,0.17
990,0,0.18
422,0,0.15
213,0,0.18
1788,0,0.19
568,0,0.19
563,0,0.19
207,0,0.18
67,0,0.2
41,0,0.15
18,0,0.1
666,0,0.21
640,0,0.23
1143,0,0.25
1037,0,0.23
498,0,0.23
1376,0,0.26
1442,0,0.3
1856,0,0.3
1856,1,0.3
1856,299,89.7
665,0,0.28
311,0,0.3
230,0,0.3
230,1,0.3
230,299,89.7
2715,0,0.3
2715,1,0.3
2715,299,89.7
205,0,0.3
205,1,0.3
205,299,89.7
3488,0,0.32
1597,0,0.32
1377,0,0.34
1367,0,0.39
1233,0,0.39
1372,0,0.5
1372,1,0.5
1372,299,149.5
729,0,0.5
729,1,0.5
729,299,149.5
289,0,0.39
152,0,0.3
885,0,0.3
885,1,0.3
885,299,89.7
43,0,0.25
19,0,0.2
12,0,0.2
10,0,0.1
664,0,0.51
417,0,0.6
842,0,0.61
423,0,0.6
3487,0,0.68
1596,0,0.68
1363,0,0.61
290,0,0.61
136,0,0.7
684,0,0.7
684,1,0.7
684,299,209.3
135,0,0.7
135,1,0.7
135,299,209.3
42,0,0.6
1041,0,0.77
504,0,0.77
499,0,0.77
113,0,0.7
3105,0,0.7
3105,1,0.7
3105,299,209.3
2000,0,0.7
2000,1,0.7
2000,299,209.3
1060,0,0.8
961,0,0.81
2327,0,0.81
2037,0,0.82
564,0,0.81
250,0,0.8
930,0,0.82
1949,0,0.85
735,0,0.85
730,0,0.85
476,0,0.87
1210,0,0.87
467,0,1
474,0,1
474,5,1
474,6,0
463,0,0.87
208,0,0.82
68,0,0.8
11,0,0.7
584,0,0.7
584,1,0.7
584,299,209.3
1580,0,0.7
1580,1,0.7
1580,299,209.3
37,0,0.7
37,1,0.7
37,299,209.3
415,0,0.5
415,1,0.5
415,299,149.5
368,0,0.5
368,1,0.5
368,299,149.5
3,0,0.5
3,1,0.5
3,299,149.5
394,50,0
394,51,1
394,52,0
1662,43,0
1662,44,1
1662,45,0
169,43,0
169,44,1
169,45,0
401,60,0
401,61,1
401,62,0
1171,55,0
1171,56,1
1171,57,0
267,55,0
267,56,1
267,57,0
1178,65,0
1178,66,1
1178,67,0
274,65,0
274,66,1
274,67,0
1676,63,0
1676,64,1
1676,65,0
95,63,0
95,64,1
95,65,0
1669,53,0
1669,54,1
1669,55,0
88,53,0
88,54,1
88,55,0
78,39,0
1448,39,0
1448,40,0.3
1448,41,0
1068,39,0
1068,40,0.2
1068,41,0
320,39,0
320,40,0.3
320,41,0
259,39,0
259,40,0.2
259,41,0
1655,39,0
1655,40,0.7
1655,41,0
162,39,0
162,40,0.3
162,41,0
706,39,0
706,40,0.7
706,41,0
161,39,0
161,40,0.7
161,41,0
1164,39,0
1164,40,1
1164,41,0
1069,39,0
1069,40,0.8
1069,41,0
260,39,0
260,40,0.8
260,41,0
2379,39,0
